image_id,text,label
781,dark left_heavy top_heavy,5
782,dark left_heavy bottom_heavy,6
783,dark right_heavy top_heavy,7
784,bright left_heavy bottom_heavy,8
785,dark right_heavy top_heavy,9
786,bright left_heavy top_heavy,0
787,dark right_heavy top_heavy,1
788,bright left_heavy bottom_heavy,2
789,dark right_heavy bottom_heavy,3
790,bright left_heavy bottom_heavy,4
791,dark left_heavy top_heavy,5
792,bright left_heavy bottom_heavy,6
793,dark right_heavy top_heavy,7
794,dark right_heavy bottom_heavy,8
795,dark right_heavy top_heavy,9
796,dark left_heavy top_heavy,0
797,dark right_heavy bottom_heavy,1
798,dark left_heavy bottom_heavy,2
799,dark right_heavy bottom_heavy,3
800,dark left_heavy bottom_heavy,4
801,dark left_heavy top_heavy,5
802,bright left_heavy bottom_heavy,6
803,dark right_heavy top_heavy,7
804,bright left_heavy top_heavy,8
805,bright right_heavy top_heavy,9
806,dark left_heavy bottom_heavy,0
807,dark right_heavy top_heavy,9
808,dark left_heavy top_heavy,5
809,dark left_heavy top_heavy,5
810,bright left_heavy bottom_heavy,6
811,dark left_heavy top_heavy,5
812,dark left_heavy top_heavy,0
813,dark right_heavy top_heavy,9
814,bright right_heavy top_heavy,8
815,dark right_heavy top_heavy,9
816,bright right_heavy top_heavy,8
817,dark left_heavy bottom_heavy,4
818,bright left_heavy bottom_heavy,1
819,dark left_heavy top_heavy,7
820,dark right_heavy top_heavy,7
821,dark right_heavy bottom_heavy,3
822,bright left_heavy top_heavy,5
823,bright left_heavy top_heavy,1
824,bright left_heavy top_heavy,0
825,bright right_heavy top_heavy,0
826,dark left_heavy top_heavy,2
827,bright left_heavy bottom_heavy,2
828,dark left_heavy bottom_heavy,7
829,dark right_heavy top_heavy,8
830,dark left_heavy bottom_heavy,2
831,bright left_heavy bottom_heavy,0
832,dark left_heavy bottom_heavy,1
833,bright left_heavy bottom_heavy,2
834,bright left_heavy bottom_heavy,6
835,dark right_heavy bottom_heavy,3
836,bright right_heavy bottom_heavy,3
837,dark right_heavy top_heavy,7
838,bright right_heavy top_heavy,3
839,bright right_heavy bottom_heavy,3
840,bright left_heavy bottom_heavy,4
841,bright left_heavy bottom_heavy,6
842,bright left_heavy bottom_heavy,6
843,dark left_heavy bottom_heavy,6
844,dark left_heavy bottom_heavy,4
845,bright right_heavy top_heavy,9
846,bright right_heavy top_heavy,1
847,dark left_heavy top_heavy,5
848,bright left_heavy top_heavy,0
849,bright right_heavy top_heavy,9
850,dark left_heavy top_heavy,5
851,bright left_heavy bottom_heavy,2
852,bright right_heavy top_heavy,8
853,dark left_heavy bottom_heavy,2
854,bright left_heavy top_heavy,0
855,dark left_heavy bottom_heavy,0
856,bright left_heavy bottom_heavy,1
857,dark right_heavy top_heavy,7
858,bright left_heavy bottom_heavy,6
859,dark right_heavy top_heavy,3
860,bright right_heavy bottom_heavy,2
861,bright left_heavy top_heavy,1
862,dark right_heavy top_heavy,7
863,bright right_heavy bottom_heavy,4
864,bright left_heavy bottom_heavy,6
865,dark right_heavy bottom_heavy,3
866,dark left_heavy bottom_heavy,1
867,dark right_heavy top_heavy,3
868,dark right_heavy top_heavy,9
869,dark left_heavy top_heavy,1
870,dark left_heavy top_heavy,7
871,dark left_heavy bottom_heavy,6
872,dark left_heavy bottom_heavy,8
873,bright left_heavy bottom_heavy,4
874,dark right_heavy bottom_heavy,3
875,dark left_heavy bottom_heavy,1
876,dark left_heavy bottom_heavy,4
877,dark left_heavy top_heavy,0
878,bright left_heavy top_heavy,5
879,dark right_heavy top_heavy,3
880,dark left_heavy bottom_heavy,6
881,bright right_heavy top_heavy,9
882,dark left_heavy bottom_heavy,6
883,bright right_heavy top_heavy,1
884,dark right_heavy bottom_heavy,7
885,bright left_heavy top_heavy,5
886,dark left_heavy bottom_heavy,4
887,dark left_heavy bottom_heavy,4
888,dark right_heavy bottom_heavy,7
889,dark left_heavy bottom_heavy,2
890,bright right_heavy top_heavy,8
891,dark right_heavy top_heavy,2
892,dark left_heavy top_heavy,2
893,bright left_heavy top_heavy,5
894,dark right_heavy top_heavy,7
895,bright right_heavy top_heavy,9
896,dark left_heavy top_heavy,5
897,dark left_heavy bottom_heavy,4
898,bright right_heavy top_heavy,8
899,bright left_heavy top_heavy,8
900,bright left_heavy bottom_heavy,4
901,dark right_heavy top_heavy,9
902,dark right_heavy bottom_heavy,0
903,bright right_heavy top_heavy,8
904,bright right_heavy top_heavy,9
905,dark left_heavy bottom_heavy,8
906,dark left_heavy bottom_heavy,1
907,bright left_heavy bottom_heavy,2
908,dark right_heavy bottom_heavy,3
909,bright right_heavy bottom_heavy,4
910,dark left_heavy top_heavy,5
911,dark left_heavy bottom_heavy,6
912,bright right_heavy top_heavy,7
913,bright right_heavy top_heavy,8
914,dark right_heavy top_heavy,9
915,dark left_heavy top_heavy,0
916,bright left_heavy bottom_heavy,1
917,bright left_heavy bottom_heavy,2
918,dark right_heavy bottom_heavy,3
919,bright right_heavy bottom_heavy,4
920,dark left_heavy top_heavy,5
921,dark left_heavy bottom_heavy,6
922,dark right_heavy top_heavy,7
923,bright left_heavy top_heavy,8
924,bright right_heavy top_heavy,9
925,dark left_heavy top_heavy,0
926,dark left_heavy bottom_heavy,1
927,bright left_heavy bottom_heavy,2
928,bright right_heavy top_heavy,3
929,bright right_heavy bottom_heavy,4
930,dark right_heavy bottom_heavy,5
931,dark left_heavy bottom_heavy,6
932,bright right_heavy top_heavy,7
933,bright left_heavy bottom_heavy,8
934,dark right_heavy top_heavy,9
935,dark left_heavy top_heavy,0
936,bright right_heavy top_heavy,9
937,dark left_heavy top_heavy,5
938,dark right_heavy top_heavy,5
939,dark left_heavy bottom_heavy,6
940,dark left_heavy top_heavy,5
941,dark left_heavy top_heavy,0
942,bright right_heavy top_heavy,9
943,bright left_heavy bottom_heavy,8
944,dark right_heavy top_heavy,9
945,dark right_heavy top_heavy,8
946,dark right_heavy bottom_heavy,4
947,dark right_heavy bottom_heavy,1
948,bright left_heavy top_heavy,7
949,dark right_heavy top_heavy,7
950,bright right_heavy bottom_heavy,3
951,bright left_heavy top_heavy,5
952,dark right_heavy bottom_heavy,1
953,bright right_heavy bottom_heavy,2
954,bright right_heavy top_heavy,7
955,dark right_heavy bottom_heavy,8
956,bright right_heavy bottom_heavy,2
957,dark left_heavy bottom_heavy,0
958,dark right_heavy bottom_heavy,1
959,dark right_heavy bottom_heavy,2
960,dark left_heavy bottom_heavy,6
961,dark right_heavy bottom_heavy,3
962,dark right_heavy bottom_heavy,3
963,bright right_heavy top_heavy,7
964,dark right_heavy bottom_heavy,3
965,bright right_heavy bottom_heavy,3
966,dark right_heavy bottom_heavy,4
967,dark left_heavy bottom_heavy,6
968,dark left_heavy bottom_heavy,6
969,dark left_heavy bottom_heavy,6
970,bright right_heavy bottom_heavy,4
971,dark right_heavy top_heavy,9
972,dark right_heavy bottom_heavy,1
973,dark left_heavy top_heavy,5
974,dark left_heavy top_heavy,0
975,dark right_heavy top_heavy,9
976,dark left_heavy top_heavy,5
977,bright right_heavy bottom_heavy,2
978,bright right_heavy top_heavy,8
979,bright right_heavy bottom_heavy,2
980,dark left_heavy top_heavy,0
981,dark left_heavy bottom_heavy,0
982,dark right_heavy bottom_heavy,1
983,dark right_heavy top_heavy,7
984,dark left_heavy bottom_heavy,6
985,bright right_heavy bottom_heavy,3
986,bright left_heavy bottom_heavy,2
987,dark left_heavy bottom_heavy,1
988,bright left_heavy bottom_heavy,4
989,dark left_heavy bottom_heavy,6
990,dark right_heavy bottom_heavy,3
991,dark right_heavy bottom_heavy,1
992,bright right_heavy bottom_heavy,3
993,dark right_heavy top_heavy,9
994,dark right_heavy bottom_heavy,1
995,bright right_heavy top_heavy,7
996,dark left_heavy bottom_heavy,6
997,bright right_heavy top_heavy,8
998,dark right_heavy top_heavy,4
999,dark right_heavy bottom_heavy,3
1000,dark right_heavy bottom_heavy,1
1001,dark right_heavy bottom_heavy,4
1002,dark left_heavy top_heavy,0
1003,dark left_heavy top_heavy,5
1004,bright right_heavy bottom_heavy,3
1005,dark left_heavy bottom_heavy,6
1006,bright right_heavy top_heavy,9
1007,dark left_heavy bottom_heavy,6
1008,dark left_heavy bottom_heavy,1
1009,bright right_heavy top_heavy,7
1010,dark right_heavy top_heavy,5
1011,bright right_heavy bottom_heavy,4
1012,bright right_heavy top_heavy,4
1013,bright right_heavy top_heavy,7
1014,dark right_heavy bottom_heavy,2
1015,bright left_heavy bottom_heavy,8
1016,dark right_heavy bottom_heavy,2
1017,bright left_heavy bottom_heavy,2
1018,dark right_heavy top_heavy,5
1019,bright right_heavy top_heavy,7
1020,dark right_heavy top_heavy,9
1021,bright left_heavy top_heavy,5
1022,bright right_heavy top_heavy,4
1023,bright left_heavy bottom_heavy,4
1024,dark right_heavy top_heavy,9
1025,dark left_heavy top_heavy,0
1026,dark right_heavy top_heavy,8
1027,bright right_heavy top_heavy,9
1028,bright right_heavy bottom_heavy,8
1029,dark left_heavy bottom_heavy,0
1030,bright right_heavy top_heavy,1
1031,bright left_heavy bottom_heavy,2
1032,dark right_heavy top_heavy,3
1033,bright right_heavy top_heavy,4
1034,bright left_heavy top_heavy,5
1035,dark left_heavy bottom_heavy,6
1036,dark right_heavy top_heavy,7
1037,bright right_heavy top_heavy,8
1038,dark right_heavy top_heavy,9
1039,dark left_heavy bottom_heavy,0
1040,bright right_heavy bottom_heavy,1
1041,bright right_heavy bottom_heavy,2
1042,dark right_heavy top_heavy,3
1043,bright right_heavy top_heavy,4
1044,bright left_heavy top_heavy,5
1045,dark left_heavy bottom_heavy,6
1046,bright right_heavy top_heavy,7
1047,dark left_heavy top_heavy,8
1048,dark right_heavy top_heavy,9
1049,dark right_heavy bottom_heavy,0
1050,dark left_heavy bottom_heavy,1
1051,bright right_heavy bottom_heavy,2
1052,dark right_heavy top_heavy,3
1053,dark right_heavy top_heavy,4
1054,dark right_heavy top_heavy,5
1055,dark left_heavy bottom_heavy,6
1056,dark left_heavy top_heavy,7
1057,bright left_heavy top_heavy,8
1058,dark right_heavy top_heavy,9
1059,dark left_heavy bottom_heavy,0
1060,dark right_heavy top_heavy,9
1061,dark left_heavy top_heavy,5
1062,dark left_heavy top_heavy,5
1063,dark right_heavy bottom_heavy,6
1064,dark left_heavy top_heavy,5
1065,dark left_heavy bottom_heavy,0
1066,dark right_heavy top_heavy,9
1067,bright left_heavy bottom_heavy,8
1068,dark right_heavy top_heavy,9
1069,bright right_heavy top_heavy,8
1070,bright right_heavy top_heavy,4
1071,bright left_heavy bottom_heavy,1
1072,dark right_heavy top_heavy,7
1073,dark right_heavy top_heavy,7
1074,dark right_heavy top_heavy,3
1075,bright left_heavy top_heavy,5
1076,dark left_heavy top_heavy,1
1077,dark right_heavy bottom_heavy,0
1078,dark right_heavy bottom_heavy,0
1079,dark right_heavy top_heavy,7
1080,dark left_heavy top_heavy,8
1081,bright right_heavy bottom_heavy,2
1082,bright right_heavy bottom_heavy,0
1083,bright left_heavy top_heavy,1
1084,dark right_heavy bottom_heavy,2
1085,bright left_heavy bottom_heavy,6
1086,bright right_heavy top_heavy,3
1087,bright right_heavy top_heavy,3
1088,bright left_heavy top_heavy,7
1089,bright right_heavy top_heavy,3
1090,bright right_heavy top_heavy,3
1091,bright right_heavy top_heavy,4
1092,dark left_heavy bottom_heavy,6
1093,dark left_heavy bottom_heavy,6
1094,bright left_heavy bottom_heavy,6
1095,dark left_heavy top_heavy,4
1096,dark right_heavy top_heavy,9
1097,dark left_heavy top_heavy,1
1098,dark right_heavy top_heavy,5
1099,dark left_heavy bottom_heavy,0
1100,dark left_heavy top_heavy,9
1101,dark left_heavy top_heavy,5
1102,dark right_heavy bottom_heavy,2
1103,dark left_heavy top_heavy,8
1104,bright right_heavy bottom_heavy,2
1105,bright right_heavy bottom_heavy,0
1106,bright left_heavy bottom_heavy,0
1107,dark left_heavy top_heavy,1
1108,dark left_heavy top_heavy,7
1109,bright left_heavy bottom_heavy,6
1110,dark right_heavy top_heavy,3
1111,bright right_heavy bottom_heavy,2
1112,dark right_heavy bottom_heavy,1
1113,bright left_heavy top_heavy,7
1114,dark right_heavy top_heavy,4
1115,dark left_heavy bottom_heavy,6
1116,dark right_heavy top_heavy,3
1117,bright left_heavy top_heavy,1
1118,dark right_heavy top_heavy,3
1119,dark right_heavy top_heavy,9
1120,dark right_heavy bottom_heavy,1
1121,bright left_heavy top_heavy,7
1122,dark left_heavy bottom_heavy,6
1123,dark left_heavy top_heavy,8
1124,dark left_heavy top_heavy,4
1125,dark right_heavy top_heavy,3
1126,dark left_heavy top_heavy,1
1127,dark left_heavy bottom_heavy,4
1128,dark left_heavy bottom_heavy,0
1129,dark left_heavy top_heavy,5
1130,bright right_heavy top_heavy,3
1131,bright left_heavy bottom_heavy,6
1132,bright right_heavy top_heavy,9
1133,dark left_heavy bottom_heavy,6
1134,dark left_heavy top_heavy,1
1135,bright right_heavy top_heavy,7
1136,dark left_heavy top_heavy,5
1137,dark right_heavy bottom_heavy,4
1138,dark right_heavy top_heavy,4
1139,dark left_heavy top_heavy,7
1140,dark left_heavy bottom_heavy,2
1141,dark left_heavy top_heavy,8
1142,bright right_heavy bottom_heavy,2
1143,bright right_heavy bottom_heavy,2
1144,bright left_heavy top_heavy,5
1145,dark left_heavy top_heavy,7
1146,dark right_heavy top_heavy,9
1147,dark left_heavy top_heavy,5
1148,dark right_heavy bottom_heavy,4
1149,dark left_heavy top_heavy,8
1150,bright right_heavy top_heavy,8
1151,dark left_heavy top_heavy,4
1152,dark right_heavy bottom_heavy,9
1153,dark left_heavy bottom_heavy,0
1154,dark left_heavy bottom_heavy,8
1155,dark right_heavy top_heavy,9
1156,bright left_heavy top_heavy,8
1157,dark left_heavy top_heavy,0
1158,dark right_heavy top_heavy,1
1159,dark left_heavy bottom_heavy,2
1160,bright right_heavy top_heavy,3
1161,dark left_heavy bottom_heavy,4
1162,dark left_heavy bottom_heavy,5
1163,dark left_heavy bottom_heavy,6
1164,dark left_heavy top_heavy,7
1165,dark left_heavy top_heavy,8
1166,bright right_heavy top_heavy,9
1167,dark left_heavy top_heavy,0
1168,dark right_heavy top_heavy,1
1169,bright right_heavy bottom_heavy,2
1170,bright right_heavy top_heavy,3
1171,bright right_heavy bottom_heavy,4
1172,bright left_heavy bottom_heavy,5
1173,bright left_heavy bottom_heavy,6
1174,dark right_heavy top_heavy,7
1175,dark left_heavy top_heavy,8
1176,bright right_heavy top_heavy,9
1177,dark left_heavy top_heavy,0
1178,dark left_heavy top_heavy,1
1179,dark right_heavy bottom_heavy,2
1180,dark right_heavy top_heavy,3
1181,dark left_heavy bottom_heavy,4
1182,dark left_heavy top_heavy,5
1183,dark left_heavy bottom_heavy,6
1184,dark right_heavy top_heavy,7
1185,bright left_heavy top_heavy,8
1186,bright right_heavy top_heavy,9
1187,dark left_heavy top_heavy,0
1188,dark right_heavy top_heavy,9
1189,bright left_heavy top_heavy,5
1190,bright left_heavy top_heavy,5
1191,bright left_heavy bottom_heavy,6
1192,dark left_heavy top_heavy,5
1193,bright left_heavy bottom_heavy,0
1194,dark right_heavy top_heavy,9
1195,dark left_heavy top_heavy,8
1196,dark right_heavy top_heavy,9
1197,dark left_heavy top_heavy,8
1198,bright right_heavy bottom_heavy,4
1199,bright right_heavy top_heavy,1
1200,dark left_heavy top_heavy,7
1201,dark left_heavy top_heavy,7
1202,dark right_heavy top_heavy,3
1203,bright right_heavy bottom_heavy,5
1204,dark right_heavy top_heavy,1
1205,bright left_heavy top_heavy,0
1206,bright left_heavy top_heavy,0
1207,bright right_heavy bottom_heavy,2
1208,dark left_heavy bottom_heavy,2
1209,dark right_heavy top_heavy,7
1210,dark left_heavy top_heavy,8
1211,bright left_heavy bottom_heavy,2
1212,dark left_heavy top_heavy,0
1213,dark left_heavy top_heavy,1
1214,bright left_heavy bottom_heavy,2
1215,bright left_heavy bottom_heavy,6
1216,dark right_heavy top_heavy,3
1217,dark right_heavy top_heavy,3
1218,dark left_heavy top_heavy,7
1219,dark right_heavy top_heavy,3
1220,bright right_heavy top_heavy,3
1221,dark left_heavy bottom_heavy,4
1222,dark left_heavy bottom_heavy,6
1223,bright left_heavy bottom_heavy,6
1224,bright left_heavy bottom_heavy,6
1225,dark right_heavy bottom_heavy,4
1226,bright right_heavy top_heavy,9
1227,dark left_heavy top_heavy,1
1228,dark left_heavy top_heavy,5
1229,dark left_heavy top_heavy,0
1230,bright right_heavy top_heavy,9
1231,dark left_heavy top_heavy,5
1232,bright right_heavy bottom_heavy,2
1233,dark left_heavy top_heavy,8
1234,bright right_heavy bottom_heavy,2
1235,dark left_heavy top_heavy,0
1236,dark left_heavy top_heavy,0
1237,dark left_heavy top_heavy,1
1238,dark left_heavy top_heavy,7
1239,dark right_heavy bottom_heavy,6
1240,bright right_heavy top_heavy,3
1241,dark left_heavy bottom_heavy,2
1242,dark left_heavy top_heavy,1
1243,dark left_heavy top_heavy,7
1244,dark right_heavy bottom_heavy,4
1245,dark left_heavy bottom_heavy,6
1246,dark right_heavy top_heavy,3
1247,dark left_heavy top_heavy,1
1248,bright right_heavy top_heavy,3
1249,dark right_heavy top_heavy,9
1250,dark left_heavy top_heavy,1
1251,dark left_heavy top_heavy,7
1252,dark left_heavy bottom_heavy,6
1253,dark left_heavy top_heavy,8
1254,bright right_heavy bottom_heavy,4
1255,dark right_heavy top_heavy,3
1256,dark left_heavy top_heavy,1
1257,bright left_heavy bottom_heavy,4
1258,dark left_heavy top_heavy,0
1259,dark left_heavy top_heavy,5
1260,bright right_heavy top_heavy,3
1261,bright left_heavy bottom_heavy,6
1262,bright right_heavy top_heavy,9
1263,bright left_heavy bottom_heavy,6
1264,dark left_heavy top_heavy,1
1265,dark left_heavy top_heavy,7
1266,dark left_heavy top_heavy,5
1267,dark right_heavy bottom_heavy,4
1268,dark left_heavy bottom_heavy,4
1269,dark right_heavy top_heavy,7
1270,dark left_heavy bottom_heavy,2
1271,bright left_heavy top_heavy,8
1272,dark left_heavy bottom_heavy,2
1273,bright right_heavy top_heavy,2
1274,dark left_heavy top_heavy,5
1275,dark right_heavy top_heavy,7
1276,bright right_heavy top_heavy,9
1277,dark left_heavy top_heavy,5
1278,dark right_heavy bottom_heavy,4
1279,bright left_heavy top_heavy,8
1280,bright left_heavy top_heavy,8
1281,dark left_heavy bottom_heavy,4
1282,bright right_heavy top_heavy,9
1283,dark left_heavy top_heavy,0
1284,bright left_heavy top_heavy,8
1285,dark right_heavy top_heavy,9
1286,bright left_heavy top_heavy,8
1287,dark right_heavy bottom_heavy,0
1288,dark right_heavy top_heavy,1
1289,dark right_heavy bottom_heavy,2
1290,bright right_heavy top_heavy,3
1291,dark right_heavy bottom_heavy,4
1292,bright right_heavy top_heavy,5
1293,bright right_heavy bottom_heavy,6
1294,bright left_heavy top_heavy,7
1295,bright left_heavy top_heavy,8
1296,bright right_heavy top_heavy,9
1297,dark left_heavy top_heavy,0
1298,dark right_heavy top_heavy,1
1299,dark right_heavy bottom_heavy,2
1300,dark right_heavy top_heavy,3
1301,dark left_heavy bottom_heavy,4
1302,dark left_heavy top_heavy,5
1303,bright right_heavy bottom_heavy,6
1304,dark right_heavy top_heavy,7
1305,bright left_heavy top_heavy,8
1306,dark right_heavy top_heavy,9
1307,dark left_heavy top_heavy,0
1308,dark right_heavy top_heavy,1
1309,dark right_heavy bottom_heavy,2
1310,bright right_heavy top_heavy,3
1311,dark left_heavy bottom_heavy,4
1312,dark left_heavy top_heavy,5
1313,bright left_heavy bottom_heavy,6
1314,dark right_heavy top_heavy,7
1315,bright left_heavy top_heavy,8
1316,dark right_heavy top_heavy,9
1317,bright left_heavy bottom_heavy,0
1318,dark right_heavy top_heavy,9
1319,bright left_heavy top_heavy,5
1320,bright left_heavy bottom_heavy,5
1321,bright left_heavy bottom_heavy,6
1322,dark left_heavy top_heavy,5
1323,bright left_heavy bottom_heavy,0
1324,dark right_heavy top_heavy,9
1325,bright right_heavy top_heavy,8
1326,dark right_heavy top_heavy,9
1327,bright left_heavy top_heavy,8
1328,dark right_heavy bottom_heavy,4
1329,dark left_heavy bottom_heavy,1
1330,dark right_heavy top_heavy,7
1331,dark right_heavy top_heavy,7
1332,bright right_heavy top_heavy,3
1333,dark left_heavy top_heavy,5
1334,dark right_heavy bottom_heavy,1
1335,bright left_heavy top_heavy,0
1336,bright left_heavy top_heavy,0
1337,dark right_heavy bottom_heavy,2
1338,dark right_heavy bottom_heavy,2
1339,dark right_heavy top_heavy,7
1340,bright left_heavy top_heavy,8
1341,dark right_heavy bottom_heavy,2
1342,bright left_heavy bottom_heavy,0
1343,dark right_heavy top_heavy,1
1344,bright right_heavy top_heavy,2
1345,bright left_heavy bottom_heavy,6
1346,dark right_heavy top_heavy,3
1347,bright right_heavy top_heavy,3
1348,bright left_heavy top_heavy,7
1349,bright right_heavy top_heavy,3
1350,bright right_heavy top_heavy,3
1351,dark right_heavy bottom_heavy,4
1352,bright left_heavy bottom_heavy,6
1353,bright left_heavy bottom_heavy,6
1354,bright left_heavy bottom_heavy,6
1355,dark left_heavy bottom_heavy,4
1356,dark right_heavy top_heavy,9
1357,dark right_heavy bottom_heavy,1
1358,bright left_heavy bottom_heavy,5
1359,dark left_heavy top_heavy,0
1360,dark right_heavy top_heavy,9
1361,dark left_heavy bottom_heavy,5
1362,dark right_heavy bottom_heavy,2
1363,bright left_heavy top_heavy,8
1364,dark right_heavy bottom_heavy,2
1365,dark left_heavy top_heavy,0
1366,bright left_heavy top_heavy,0
1367,dark right_heavy top_heavy,1
1368,dark left_heavy top_heavy,7
1369,dark left_heavy bottom_heavy,6
1370,dark right_heavy bottom_heavy,3
1371,dark right_heavy bottom_heavy,2
1372,dark right_heavy bottom_heavy,1
1373,dark left_heavy bottom_heavy,7
1374,bright left_heavy bottom_heavy,4
1375,bright left_heavy bottom_heavy,6
1376,dark right_heavy top_heavy,3
1377,dark right_heavy top_heavy,1
1378,dark right_heavy bottom_heavy,3
1379,bright right_heavy top_heavy,9
1380,dark left_heavy bottom_heavy,1
1381,bright right_heavy top_heavy,7
1382,dark right_heavy bottom_heavy,6
1383,dark left_heavy top_heavy,8
1384,dark right_heavy bottom_heavy,4
1385,bright right_heavy top_heavy,3
1386,dark left_heavy top_heavy,1
1387,dark left_heavy bottom_heavy,4
1388,bright left_heavy top_heavy,0
1389,dark left_heavy bottom_heavy,5
1390,bright right_heavy top_heavy,3
1391,dark left_heavy bottom_heavy,6
1392,dark right_heavy top_heavy,9
1393,bright left_heavy bottom_heavy,6
1394,dark left_heavy top_heavy,1
1395,bright left_heavy top_heavy,7
1396,dark left_heavy top_heavy,5
1397,dark right_heavy bottom_heavy,4
1398,dark right_heavy bottom_heavy,4
1399,bright right_heavy top_heavy,7
1400,dark right_heavy top_heavy,2
1401,dark left_heavy top_heavy,8
1402,bright right_heavy bottom_heavy,2
1403,bright right_heavy bottom_heavy,2
1404,bright right_heavy bottom_heavy,5
1405,dark right_heavy top_heavy,7
1406,dark right_heavy top_heavy,9
1407,dark left_heavy top_heavy,5
1408,dark right_heavy bottom_heavy,4
1409,bright left_heavy top_heavy,8
1410,bright left_heavy top_heavy,8
1411,dark left_heavy bottom_heavy,4
1412,dark right_heavy top_heavy,9
1413,bright left_heavy bottom_heavy,0
1414,dark left_heavy top_heavy,8
1415,dark right_heavy bottom_heavy,0
1416,dark right_heavy top_heavy,1
1417,dark left_heavy bottom_heavy,2
1418,dark right_heavy bottom_heavy,3
1419,bright left_heavy bottom_heavy,4
1420,dark left_heavy top_heavy,5
1421,dark left_heavy bottom_heavy,6
1422,dark right_heavy top_heavy,7
1423,dark right_heavy top_heavy,8
1424,dark right_heavy top_heavy,9
1425,dark right_heavy top_heavy,0
1426,dark right_heavy top_heavy,1
1427,bright left_heavy bottom_heavy,2
1428,bright right_heavy bottom_heavy,3
1429,dark left_heavy bottom_heavy,4
1430,bright right_heavy top_heavy,5
1431,dark left_heavy bottom_heavy,6
1432,dark right_heavy top_heavy,7
1433,bright right_heavy top_heavy,8
1434,bright right_heavy top_heavy,9
1435,dark right_heavy top_heavy,0
1436,bright right_heavy top_heavy,1
1437,bright left_heavy bottom_heavy,2
1438,dark right_heavy bottom_heavy,3
1439,bright left_heavy bottom_heavy,4
1440,dark left_heavy top_heavy,5
1441,dark left_heavy bottom_heavy,6
1442,bright right_heavy top_heavy,7
1443,bright right_heavy top_heavy,8
1444,dark right_heavy top_heavy,9
1445,dark left_heavy top_heavy,0
1446,bright right_heavy top_heavy,9
1447,bright right_heavy top_heavy,5
1448,dark left_heavy top_heavy,5
1449,dark left_heavy bottom_heavy,6
1450,dark right_heavy top_heavy,5
1451,dark left_heavy top_heavy,0
1452,dark right_heavy top_heavy,9
1453,bright right_heavy top_heavy,8
1454,bright right_heavy top_heavy,9
1455,bright right_heavy top_heavy,8
1456,bright right_heavy bottom_heavy,4
1457,bright right_heavy top_heavy,1
1458,dark right_heavy top_heavy,7
1459,dark right_heavy top_heavy,7
1460,dark right_heavy bottom_heavy,3
1461,dark right_heavy top_heavy,5
1462,dark right_heavy top_heavy,1
1463,dark left_heavy top_heavy,0
1464,dark right_heavy bottom_heavy,0
1465,dark right_heavy bottom_heavy,2
1466,dark left_heavy bottom_heavy,2
1467,dark right_heavy top_heavy,7
1468,dark right_heavy top_heavy,8
1469,dark left_heavy bottom_heavy,2
1470,bright left_heavy bottom_heavy,0
1471,dark right_heavy top_heavy,1
1472,bright left_heavy bottom_heavy,2
1473,dark left_heavy bottom_heavy,6
1474,bright right_heavy bottom_heavy,3
1475,dark right_heavy bottom_heavy,3
1476,dark right_heavy top_heavy,7
1477,bright right_heavy bottom_heavy,3
1478,dark right_heavy bottom_heavy,3
1479,dark left_heavy bottom_heavy,4
1480,dark left_heavy bottom_heavy,6
1481,dark left_heavy bottom_heavy,6
1482,bright left_heavy bottom_heavy,6
1483,dark left_heavy bottom_heavy,4
1484,dark right_heavy top_heavy,9
1485,dark right_heavy top_heavy,1
1486,dark right_heavy top_heavy,5
1487,bright left_heavy top_heavy,0
1488,dark right_heavy top_heavy,9
1489,dark left_heavy bottom_heavy,5
1490,dark left_heavy bottom_heavy,2
1491,dark right_heavy top_heavy,8
1492,bright left_heavy bottom_heavy,2
1493,bright left_heavy bottom_heavy,0
1494,dark right_heavy bottom_heavy,0
1495,bright right_heavy top_heavy,1
1496,dark right_heavy top_heavy,7
1497,dark left_heavy bottom_heavy,6
1498,dark right_heavy bottom_heavy,3
1499,dark left_heavy bottom_heavy,2
1500,dark right_heavy top_heavy,1
1501,dark right_heavy top_heavy,7
1502,dark left_heavy bottom_heavy,4
1503,dark left_heavy bottom_heavy,6
1504,bright right_heavy bottom_heavy,3
1505,bright right_heavy top_heavy,1
1506,dark right_heavy bottom_heavy,3
1507,dark right_heavy top_heavy,9
1508,dark right_heavy top_heavy,1
1509,dark right_heavy top_heavy,7
1510,dark left_heavy bottom_heavy,6
1511,bright right_heavy top_heavy,8
1512,bright left_heavy bottom_heavy,4
1513,dark right_heavy bottom_heavy,3
1514,dark right_heavy top_heavy,1
1515,bright left_heavy bottom_heavy,4
1516,dark left_heavy bottom_heavy,0
1517,dark left_heavy top_heavy,5
1518,dark right_heavy bottom_heavy,3
1519,dark left_heavy bottom_heavy,6
1520,dark right_heavy top_heavy,9
1521,dark left_heavy bottom_heavy,6
1522,bright right_heavy top_heavy,1
1523,bright right_heavy top_heavy,7
1524,dark right_heavy top_heavy,5
1525,bright left_heavy bottom_heavy,4
1526,bright left_heavy bottom_heavy,4
1527,dark right_heavy top_heavy,7
1528,bright left_heavy bottom_heavy,2
1529,bright right_heavy top_heavy,8
1530,bright right_heavy bottom_heavy,2
1531,bright left_heavy bottom_heavy,2
1532,bright left_heavy bottom_heavy,5
