ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
3553,50000.0,2,2,1,36.0,2,0,0,0,0,-1,47357.0,49260,50556,12557,9959,11361,3000.0,3266,600,1672,20000,1000,0,0.491766469898769,52500.0
3554,40000.0,2,1,2,27.0,0,0,-1,-1,0,0,32228.0,38904,4235,87230,72647,65070,8040.0,4235,87230,3000,10000,4317,0,-2.300193847505716,42000.0
3555,80000.0,2,2,1,35.0,0,0,2,0,0,2,75530.0,79324,76090,75892,77310,80752,7000.0,0,3000,4000,5000,0,0,-0.19678015553257466,84000.0
3556,100000.0,1,1,1,35.0,0,0,0,0,0,0,45124.0,46168,47160,98775,49513,53433,1730.0,1722,3214,2119,5064,0,0,0.7003501795465139,105000.0
3557,180000.0,1,1,2,29.0,-2,-2,-1,0,0,0,1073.0,3191,10693,11285,13863,5646,3206.0,10696,1291,3877,11077,700,0,-1.4479560582323179,189000.0
3558,90000.0,2,3,1,53.0,0,0,0,0,0,0,87235.0,88338,78994,50095,48987,49519,4000.0,2602,2000,3000,2000,5000,0,0.29223033155697226,94500.0
3559,10000.0,2,2,2,23.0,-2,-2,-2,-2,-2,-2,1082.0,2731,757,876,3551,0,2731.0,757,876,3551,0,13460,0,-1.4743529711554682,10500.0
3560,200000.0,2,1,2,33.0,-1,-1,-1,-1,0,0,,145,-20,446,165,0,145.0,0,631,0,0,165,0,-0.46160175816324545,210000.0
3565,80000.0,2,2,1,46.0,-1,-1,-1,0,-1,-1,2350.0,2350,4700,2350,2350,2350,2350.0,4700,0,2350,2350,350,0,2.320721592884235,84000.0
3567,480000.0,1,2,1,39.0,0,0,0,0,0,0,398380.0,394515,393648,330221,296004,279768,20091.0,25370,15203,12013,12013,10135,0,1.1528042353506456,504000.0
3568,230000.0,1,1,1,39.0,1,2,2,2,2,0,276758.0,282285,269849,255954,235290,203223,12000.0,10000,8300,0,8006,6270,0,0.23319236946856875,241500.0
3570,200000.0,2,1,2,39.0,0,0,0,0,0,0,126082.0,127734,125205,113304,114667,110138,6216.0,4371,4037,6613,4055,3575,0,-0.2059935250008864,210000.0
3571,180000.0,2,1,2,35.0,0,0,0,0,0,0,66376.0,67033,68862,71970,69843,67219,5000.0,4000,5000,3000,2700,3000,0,-0.30108339869447903,189000.0
3572,190000.0,1,3,1,37.0,0,0,0,0,0,0,181295.0,178857,181463,178984,175131,170136,8019.0,8008,6700,6800,6324,6120,0,-1.3546384635966697,199500.0
3573,20000.0,2,2,1,24.0,1,2,0,0,2,2,18817.0,18227,19632,20298,20337,19863,0.0,1720,1754,893,0,400,0,-0.3948690012283739,21000.0
3575,80000.0,2,1,1,45.0,0,0,0,0,0,0,81133.0,81466,80822,79207,79652,81165,3502.0,3000,4000,3100,3000,3000,0,-0.425697250772534,84000.0
3576,60000.0,1,3,2,28.0,2,2,2,2,2,2,53567.0,59629,60943,60716,58458,49529,6950.0,3250,1767,0,3654,0,0,2.4601945835181236,63000.0
3577,500000.0,2,1,2,37.0,-1,-1,-1,-1,0,0,4168.0,19169,22893,52002,16521,-38,19169.0,22893,53198,0,0,12000,0,-0.26589170016187047,525000.0
3579,360000.0,2,1,2,28.0,1,-1,-1,-1,-1,-2,0.0,420,0,742,0,0,420.0,0,742,0,0,198,0,-0.6053826100141237,378000.0
3580,10000.0,2,3,1,56.0,0,0,2,2,2,0,7324.0,9808,9501,10029,9730,9974,2609.0,0,830,0,400,500,0,-0.23124869974388404,10500.0
3582,70000.0,1,2,1,48.0,0,0,0,-1,-1,-1,8439.0,7606,8638,1230,390,890,1188.0,2000,1230,390,890,215,0,0.6061723160464313,73500.0
3583,250000.0,2,2,1,32.0,0,0,-2,-2,-2,-2,39936.0,16666,16998,17504,0,0,8666.0,16998,17504,0,0,0,0,0.2900156578565993,262500.0
3585,140000.0,2,3,1,28.0,0,0,0,0,0,0,25184.0,27742,30129,21477,26097,24767,5000.0,3011,5000,5000,3000,5000,0,0.7190525676616148,147000.0
3586,,2,2,1,40.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.611716044552236,
3587,110000.0,2,1,1,31.0,1,-2,-1,-1,0,0,0.0,0,638,225,225,0,0.0,638,225,0,0,0,0,-0.14229884617593921,115500.0
3588,210000.0,1,2,1,38.0,-1,-1,-1,-1,-1,-1,291.0,291,291,291,291,291,291.0,291,291,291,291,1451,0,0.5636193503372626,220500.0
3589,210000.0,2,1,1,40.0,-2,-2,-2,-2,-2,-2,14472.0,680,0,0,0,0,680.0,0,0,0,0,0,0,-0.4197142299202721,220500.0
3591,20000.0,1,2,1,47.0,0,0,0,0,0,0,15166.0,15014,16024,16345,17579,18750,1257.0,1267,588,1500,1500,0,0,-1.056351071832737,21000.0
3592,220000.0,1,1,2,31.0,-2,-2,-2,-2,-2,-2,4935.0,3796,5227,2291,4739,1640,3796.0,5227,2293,4739,1640,3012,0,-0.5825711735893974,231000.0
3594,80000.0,1,1,1,28.0,2,2,2,0,0,0,56272.0,58756,59587,60997,62856,66897,4000.0,2400,3000,3000,5100,0,0,1.4402451257058884,84000.0
3596,210000.0,1,3,2,66.0,0,0,0,0,0,0,209396.0,136809,139411,138991,140886,143721,6510.0,6450,5103,5500,5307,5011,0,0.7017702408564628,220500.0
3598,50000.0,2,2,1,37.0,2,2,2,0,0,0,40994.0,43594,38222,13026,13268,13497,5500.0,0,580,600,600,600,0,1.0881925087719955,52500.0
3599,240000.0,1,1,1,35.0,1,-1,-1,0,0,0,0.0,11901,5736,1000,650,7574,11901.0,5758,0,150,7424,0,0,-0.10161762523750408,252000.0
3600,150000.0,2,2,2,23.0,-2,-2,-2,-2,-1,2,198.0,4824,1276,4830,10251,5706,4848.0,1282,4854,10251,0,7328,0,0.7321518550469189,157500.0
3601,210000.0,2,2,1,49.0,1,-2,-2,-2,-2,-2,,0,0,0,0,0,0.0,0,0,0,0,0,0,1.5636632511965995,220500.0
3603,230000.0,2,4,1,29.0,0,0,0,0,0,0,70069.0,64375,65691,67150,68398,69917,3000.0,2386,2553,2483,2657,3000,0,0.08381249418272013,241500.0
3604,500000.0,1,1,2,35.0,1,-1,-1,-1,-1,-1,-453.0,1168,1215,6461,2567,735,2336.0,1215,6461,2567,1470,11605,0,-0.07310913606393107,525000.0
3605,150000.0,2,2,1,34.0,-1,0,0,0,0,0,50523.0,46054,46191,45564,45840,47077,1763.0,2500,2000,2000,2000,2100,0,0.24863325438221318,157500.0
3607,470000.0,1,1,1,57.0,0,0,0,0,0,0,83852.0,85008,83882,66207,65549,60805,3477.0,4100,2022,2100,2156,1740,0,0.17779886986287768,493500.0
3608,200000.0,1,1,1,59.0,0,0,0,2,2,2,27119.0,28081,30299,29516,31378,31914,1700.0,3000,0,2500,1200,0,0,0.4164814773598459,210000.0
3609,470000.0,1,1,2,35.0,0,0,0,0,0,0,211775.0,218246,218615,221365,137387,201955,9883.0,6000,6194,30364,100018,4817,0,-0.27291954951976266,493500.0
3610,310000.0,1,1,2,32.0,0,0,0,0,0,-1,53340.0,85711,69195,59169,12056,10032,69220.0,3095,5000,2000,10058,23219,0,0.47591329310816544,325500.0
3611,210000.0,2,1,2,28.0,0,0,0,0,0,0,204191.0,204530,185587,136410,140051,142976,9000.0,9007,5254,6000,5500,5000,0,-0.5780718022600008,220500.0
3612,500000.0,2,2,1,41.0,-1,-1,-1,-1,-1,-1,,187206,10894,29161,28238,33272,187206.0,10909,29161,28238,33272,175357,0,1.666606659627779,525000.0
3613,80000.0,2,2,2,27.0,0,0,0,0,2,2,72991.0,75134,76083,81183,79906,75294,3320.0,2800,6400,2870,0,3150,0,-1.1652563973013992,84000.0
3615,150000.0,1,3,2,32.0,1,-1,0,0,0,0,3706.0,40093,65063,69046,60619,61096,40093.0,30000,10000,10030,5000,5000,0,-0.2920462305761489,157500.0
3616,390000.0,1,3,1,,0,0,0,0,0,0,,308108,205228,185134,181949,136559,59324.0,6093,5411,6025,5000,3617,0,0.9196934595562585,409500.0
3617,10000.0,1,1,2,29.0,0,0,0,0,0,0,10208.0,8598,7100,9305,9805,5720,1500.0,1000,4000,500,2500,0,0,-0.6532893284863821,10500.0
3618,390000.0,2,3,1,46.0,-2,-2,-2,-2,-2,-2,14315.0,7097,6548,8976,909,17682,7097.0,6548,8976,909,17682,12710,0,-1.3541749677125245,409500.0
3621,150000.0,2,1,2,35.0,-1,-1,-1,0,0,-1,3299.0,596,978,1178,1007,2075,599.0,982,1007,5,2075,2669,0,0.6555902807801726,157500.0
3622,210000.0,2,2,1,36.0,0,0,0,0,0,0,54717.0,55522,54929,55696,54773,51616,2017.0,1900,1900,1925,1845,1886,0,0.511301840232852,220500.0
3623,100000.0,1,1,1,55.0,0,0,0,0,0,0,18135.0,31498,17158,18758,17168,0,2000.0,4000,2000,3000,0,0,0,-0.084137092895966,105000.0
3625,290000.0,2,2,1,48.0,-1,-1,-1,-1,-1,-1,31386.0,31394,1369,15010,3280,0,31401.0,1369,15010,3280,0,3357,0,0.11996690861892835,304500.0
3627,50000.0,1,2,2,,0,0,0,0,0,0,50701.0,50462,50218,20141,20072,19493,2202.0,2083,697,711,717,674,0,-0.375441725184285,52500.0
3628,80000.0,1,3,2,27.0,0,0,0,0,0,0,47163.0,86021,44400,23954,24574,24772,1821.0,3600,1000,1000,1000,1000,0,1.0062759168739375,84000.0
3629,340000.0,1,2,1,35.0,0,0,0,0,0,0,39229.0,40747,41930,43397,44710,46143,2000.0,2000,2000,2000,2000,2000,0,1.4704549322314389,357000.0
3630,120000.0,1,3,1,38.0,0,0,0,0,0,0,40538.0,41870,58882,59862,51172,52533,1988.0,18000,1857,1723,2075,1500,0,0.4876501360612435,126000.0
3631,30000.0,2,2,2,22.0,0,-1,-1,-1,-1,-2,3158.0,5547,3312,3145,3022,3247,5572.0,3321,3154,3031,3339,2921,0,0.9115992224025045,31500.0
3632,260000.0,2,1,2,,0,0,0,0,0,0,,25256,50175,46516,42815,39004,9581.0,30000,1590,1472,1317,1314,0,0.3336629923612368,273000.0
3633,50000.0,1,2,1,64.0,0,0,0,0,0,-1,48369.0,44762,17403,17907,19000,18055,2384.0,5461,2872,1093,19055,2239,0,1.5901966402306162,52500.0
3635,130000.0,2,2,1,28.0,0,0,0,-1,-1,-1,71983.0,71514,73274,3541,3333,3333,4000.0,7000,3600,3333,3333,3110,0,-0.5320688677450507,136500.0
3636,270000.0,2,2,1,30.0,0,0,0,0,0,0,62599.0,59368,57856,49804,47310,42812,5000.0,5000,5000,5000,5240,5000,0,-0.3809889723029767,283500.0
3637,50000.0,1,3,2,30.0,0,0,0,0,2,0,6615.0,7640,8649,9302,9008,9188,1135.0,1144,797,0,329,490,0,0.35054165802284337,52500.0
3639,140000.0,2,2,1,34.0,0,0,0,0,0,0,132541.0,136186,139418,140962,137819,137094,7000.0,7000,5300,5300,10100,5400,0,-0.20887097401321636,147000.0
3640,100000.0,2,2,1,35.0,0,0,0,0,0,0,106229.0,98217,42482,43326,44235,45498,3000.0,1707,1551,1607,2000,2000,0,-0.04293422220637782,105000.0
3641,50000.0,1,3,2,41.0,2,2,2,2,3,2,,28612,31623,33393,32587,31914,0.0,3500,2589,0,0,1332,0,0.894098359782102,52500.0
3642,500000.0,1,1,2,37.0,-1,0,0,0,-1,-1,27181.0,12525,7218,2183,6371,5208,7254.0,2208,11,6402,5234,2899,0,-1.1754754072347577,525000.0
3643,80000.0,1,2,1,35.0,0,0,0,0,0,0,78507.0,80327,80125,28345,28938,29665,3085.0,2969,1007,1042,1200,1501,0,-0.19772452929711729,84000.0
3645,30000.0,1,2,1,34.0,2,0,0,0,0,2,27358.0,25652,26723,27104,28616,29102,1750.0,1800,1118,2100,1100,0,0,0.1454034283429846,31500.0
3646,240000.0,1,2,2,26.0,0,0,0,0,0,0,161766.0,166147,169882,173246,177112,187951,7000.0,6500,6183,6640,14000,0,0,-0.013872708233966573,252000.0
3647,220000.0,1,3,1,41.0,-2,-2,-2,-2,-2,-2,10804.0,34407,14510,7229,12806,35433,,14565,7229,12806,35433,11405,0,-0.6358264487043468,231000.0
3648,320000.0,1,2,1,32.0,-1,-1,-1,-1,0,0,6443.0,443,-1327,28484,47711,34755,451.0,0,29811,20000,2386,462,0,-2.000505889134104,336000.0
3649,230000.0,2,2,1,36.0,0,0,-1,2,-1,2,52689.0,0,150,150,921,771,0.0,150,0,921,0,51362,0,0.5758887658124462,241500.0
3650,20000.0,1,3,2,44.0,-1,2,-1,-1,-1,-1,780.0,390,390,390,390,0,0.0,390,390,390,0,780,0,1.8366806271019287,21000.0
3651,280000.0,2,2,1,34.0,0,0,0,0,0,0,1653820.0,75867,76835,70722,60694,62032,,3200,2500,2400,2500,2500,0,-0.020806930209084133,294000.0
3652,110000.0,99,2,1,44.0,0,0,0,0,0,0,111188.0,109512,108727,107381,106831,108305,6010.0,5507,4500,4502,4200,4500,0,1.2243248729518545,115500.0
3653,180000.0,2,2,1,26.0,0,0,0,0,0,0,186248.0,178001,145248,58142,22312,7340,18000.0,5044,6506,500,500,2000,0,-2.492283118457579,189000.0
3654,100000.0,1,3,1,51.0,0,0,0,0,0,0,93970.0,93752,92293,92434,95478,40514,3799.0,3269,3407,5024,5056,5135,0,0.6145429331354081,105000.0
3655,80000.0,1,2,1,37.0,0,0,-1,-1,0,0,43311.0,16348,9360,6295,14844,29065,5377.0,9383,6295,10018,21939,5002,0,1.0154929084007782,84000.0
3656,260000.0,2,3,2,30.0,-1,-1,-1,-1,-1,-1,1264.0,6894,2917,-70,2300,2784,6894.0,2917,0,2784,5568,1714,0,1.2964589357429825,273000.0
3657,110000.0,2,2,2,25.0,2,2,2,2,2,0,,114125,114087,113879,112268,107423,5900.0,3500,3400,0,4000,4000,0,-0.20805262453567533,115500.0
3658,150000.0,2,2,1,31.0,0,0,0,0,0,0,104014.0,108229,109374,111279,125353,126913,5500.0,4005,3241,15500,4000,3568,0,1.2878642156241855,157500.0
3659,,2,2,2,35.0,-1,-1,-1,-1,-1,0,15288.0,4194,1300,0,4689,4689,4194.0,1300,0,4689,0,1582,0,-0.4358925781901749,
3660,230000.0,2,2,1,28.0,0,0,0,0,0,0,53542.0,79186,49984,35526,24540,16038,36000.0,1222,7510,491,6600,0,0,-1.4195096880604892,241500.0
3661,,2,1,2,27.0,0,0,0,0,0,0,73798.0,74781,75559,76426,56197,42998,4794.0,5560,2426,3521,1641,913,0,0.33982829962128625,
3662,300000.0,1,2,2,30.0,0,0,-1,0,0,0,1485.0,-9,11970,10292,10116,829,0.0,11979,206,10,4,11591,0,0.7343447368468506,315000.0
3663,180000.0,2,2,2,31.0,-1,-1,-1,-1,-1,0,326.0,326,326,326,76465,79695,326.0,326,326,76465,5000,5000,0,0.5161747697228529,189000.0
3665,110000.0,2,3,2,29.0,1,2,2,2,2,-1,6467.0,6920,6242,6712,871,16391,1114.0,0,1000,0,16391,832,0,1.094584592762628,115500.0
3666,100000.0,99,2,1,28.0,0,0,0,0,0,0,36428.0,48850,20904,13955,14573,16084,6000.0,5000,1000,4000,5000,8000,0,0.1312801475311394,105000.0
3667,390000.0,1,1,2,31.0,0,0,0,0,0,0,381453.0,375926,363787,291427,260026,178599,15024.0,30002,15052,10507,25001,25082,0,1.3568305534927005,409500.0
3668,180000.0,2,6,1,35.0,0,0,0,0,0,-2,29197.0,30719,31500,31939,0,0,2000.0,1400,639,0,0,0,0,0.04382400848519061,189000.0
3669,300000.0,2,3,1,37.0,1,2,2,-1,-1,-1,5975.0,5312,1896,1523,2559,2881,1905.0,5,1527,2569,2889,2074,0,-0.9403768940912313,315000.0
3670,260000.0,2,1,2,36.0,-1,-1,-1,-1,-1,-1,7740.0,1445,782,790,849,12319,1445.0,782,790,849,12319,7575,0,-0.2526555164959672,273000.0
3671,360000.0,2,2,2,29.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7683514396567331,378000.0
3672,80000.0,2,2,2,26.0,0,-1,0,0,0,-1,509.0,437,3586,2248,2222,4822,525.0,3519,2201,2203,8389,8048,0,0.07602984471274818,84000.0
3675,2100000.0,2,1,2,33.0,-1,-1,-1,-1,0,0,27042.0,0,188,16464,13947,0,0.0,188,16476,0,0,0,0,-0.8838812707103088,2205000.0
3676,10000.0,2,2,1,25.0,0,0,0,0,0,2,6991.0,8008,9018,9198,9896,9703,1126.0,1136,316,833,100,292,0,0.05007777650128138,10500.0
3677,150000.0,1,1,2,26.0,-1,-1,-1,-1,0,0,360.0,360,360,16133,22309,22377,360.0,360,16133,7000,796,819,0,0.5862408594176607,157500.0
3678,360000.0,1,3,1,37.0,-1,-1,-1,-1,-1,-1,390.0,390,390,390,390,390,390.0,390,390,390,390,780,0,-0.33682784342179356,378000.0
3679,80000.0,2,2,2,42.0,0,0,0,0,0,-2,16959.0,17910,14919,15375,-150,-150,1235.0,1369,825,0,0,0,0,-0.04986707574262905,84000.0
3680,130000.0,2,1,2,29.0,-1,-1,0,0,0,-1,13194.0,9403,15383,9189,8499,1738,9403.0,10007,184,170,1738,5256,0,-0.576543790871906,136500.0
3681,30000.0,1,1,2,36.0,0,0,0,0,0,0,9934.0,10305,1394,1594,566,0,1000.0,1000,200,0,0,0,0,-0.0817790785901992,31500.0
3683,20000.0,2,2,2,23.0,0,0,0,0,-1,2,16641.0,17969,18635,-1542,19909,19417,1602.0,1268,0,21451,0,652,0,-0.4846936433955039,21000.0
3684,50000.0,1,2,2,32.0,0,0,0,0,-2,-2,50342.0,44659,40893,-45,-45,0,8025.0,5023,0,0,5250,0,0,0.0006495342117378353,52500.0
3685,140000.0,2,2,1,26.0,0,0,0,0,0,0,129996.0,132004,127275,48724,48875,49667,7000.0,5000,2000,2000,2000,2000,0,0.48650298623579397,147000.0
3686,200000.0,1,1,2,32.0,-1,-1,-1,-1,-1,-1,11494.0,9085,5455,26975,8734,10756,9139.0,5481,27110,29889,10809,2648,0,1.5395570994624863,210000.0
3687,80000.0,1,2,1,28.0,2,2,2,2,2,0,65499.0,63882,67741,69355,65139,60345,,5000,3200,7,2309,3862,0,0.20102827494559938,84000.0
3689,280000.0,2,2,2,27.0,1,2,0,0,0,0,297192.0,284462,283374,238039,234017,145132,0.0,11143,7300,6024,6000,3500,0,-0.8690336712444154,294000.0
3690,710000.0,1,2,1,51.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.3126713914748747,745500.0
3691,,1,1,2,29.0,1,-1,-1,-1,-1,-1,0.0,100000,0,7632,0,6071,100000.0,0,7632,0,6071,0,0,1.4766782664108713,
3692,500000.0,1,1,2,39.0,-2,-2,-2,-2,-2,-2,12106.0,12559,18993,50199,22879,16070,13351.0,18997,50933,24652,18060,3306,0,0.4344747290137059,525000.0
3694,50000.0,1,1,2,29.0,-1,0,0,2,0,0,20258.0,22932,22265,23896,26514,28073,3000.0,0,2000,3000,2000,1500,0,-0.38009343409640084,52500.0
3696,50000.0,2,2,1,44.0,0,0,2,0,0,0,43596.0,46320,43976,44287,38113,30778,5000.0,0,2500,1500,2000,1000,0,0.27855493242508317,52500.0
3697,50000.0,2,2,2,23.0,0,0,0,0,0,0,13717.0,13822,9847,5892,6413,6915,2008.0,1106,1000,1000,1000,1000,0,-1.4705436890355605,52500.0
3698,150000.0,1,1,2,33.0,-1,2,-1,-1,-1,-1,1532.0,1000,1430,810,786,447,0.0,1430,810,786,447,2215,0,-1.2017398761966815,157500.0
3700,50000.0,2,2,1,32.0,0,0,0,0,0,0,49547.0,49740,50275,20089,19964,19918,2100.0,2097,1289,712,713,1000,0,-1.0717056667195983,52500.0
3701,50000.0,2,1,3,48.0,0,0,-1,-1,-2,-2,,80000,4990,3596,1386,4775,1600.0,4990,13616,1310,4789,1345,0,0.48028749690343214,52500.0
3702,200000.0,2,1,2,29.0,-2,-2,-2,-2,-2,-2,9344.0,723,723,1038,2035,3664,723.0,723,1038,2035,3664,723,0,-1.120835794025159,210000.0
3703,80000.0,1,1,2,29.0,1,-1,-1,-1,-2,-2,-1080.0,36656,5114,0,0,0,36710.0,5114,0,0,0,0,0,0.9592022537096728,84000.0
3704,,2,2,1,46.0,-1,-1,-1,-1,-1,-1,390.0,390,390,390,390,390,390.0,390,390,390,390,780,0,-0.5457258943854025,
3706,80000.0,2,3,2,34.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.8016293917503676,84000.0
3707,,1,2,1,30.0,0,0,0,0,0,0,107372.0,109156,111795,54358,58499,61445,5000.0,5000,3000,5000,6000,3000,0,0.38892456202263176,
3708,140000.0,2,1,2,,0,0,0,0,0,0,143536.0,141849,131491,94362,85863,83974,5341.0,4000,3500,3000,13000,2300,0,0.8703288932691083,147000.0
3709,300000.0,2,1,2,31.0,0,0,0,0,0,0,32608.0,39029,38177,54867,66276,78169,20018.0,6028,25030,20023,20000,10000,0,-0.22694218548371106,315000.0
3711,180000.0,2,5,1,39.0,0,0,0,0,0,0,84484.0,79099,77640,78369,80010,83683,,2804,2802,2901,5000,80000,0,1.1360671860353244,189000.0
3712,,2,2,1,39.0,0,0,0,0,0,0,212943.0,216910,213931,212770,211098,202491,,7714,7283,7407,10000,6000,0,0.4385119402865876,
3713,60000.0,2,2,1,36.0,1,-2,-2,-2,-1,2,0.0,0,0,0,982,832,0.0,0,0,982,0,1500,0,-1.6195255733397493,63000.0
3714,100000.0,2,2,1,38.0,1,2,0,0,2,0,12893.0,12447,14967,16773,16427,19053,0.0,3000,2000,0,3000,2000,0,0.10083105088574316,105000.0
3715,30000.0,1,2,1,41.0,0,0,0,-2,-2,-2,29866.0,30900,0,0,0,0,1900.0,0,0,0,0,0,0,0.2672116429929519,31500.0
3716,220000.0,99,3,2,27.0,2,2,2,3,2,0,150739.0,153827,156531,154721,150627,154034,7000.0,7000,2300,0,5600,4500,0,-0.4960189938137502,231000.0
3717,230000.0,2,2,2,30.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.1089243734128489,241500.0
3718,30000.0,2,1,2,29.0,1,-2,-2,-2,-2,-1,0.0,0,0,0,0,4443,0.0,0,0,0,4443,890,0,-0.2679023023205524,31500.0
3719,20000.0,2,2,1,47.0,0,-1,-1,-1,-1,0,1343.0,1547,1539,1066,18187,18212,1547.0,1539,1066,18660,771,1000,0,-0.8091836918175667,21000.0
3720,50000.0,1,2,2,30.0,-1,-1,2,2,-1,-1,780.0,780,780,0,390,1320,780.0,0,0,390,1320,0,0,-0.555637069973494,52500.0
3722,90000.0,1,1,2,29.0,0,0,2,0,0,0,24802.0,27551,20559,17228,6531,8411,3200.0,0,1000,1000,2000,0,0,0.21491923985859934,94500.0
3723,80000.0,1,1,2,31.0,0,-1,-1,0,0,0,19824.0,5000,19037,12344,26344,1011,5000.0,19037,0,14000,0,3949,0,0.023713230988123078,84000.0
3725,50000.0,2,2,2,29.0,-2,-2,-2,-2,-2,-2,5520.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.29171706087732424,52500.0
3726,20000.0,1,3,2,53.0,2,2,-2,-2,-1,-1,19369.0,3888,3167,-129,9703,9871,3900.0,3179,773,9832,10084,4380,0,0.3970223080499846,21000.0
3727,250000.0,2,1,1,38.0,-1,-1,-1,-1,-1,-1,532.0,1106,771,625,1099,326,1106.0,771,625,1099,326,326,0,1.0356830366705656,262500.0
3728,120000.0,2,2,2,24.0,-1,-1,-1,-1,-1,-1,889.0,1742,1077,902,1077,1271,1742.0,1077,902,1077,1271,1595,0,1.385393225931287,126000.0
3730,160000.0,1,1,2,33.0,-1,-1,-2,-2,-2,-2,100.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.7174299013934735,168000.0
3731,80000.0,2,3,1,52.0,2,0,0,-1,0,0,82198.0,80531,42334,39137,39074,40103,3543.0,1139,40003,2000,2100,24,0,0.23956612925800289,84000.0
3732,410000.0,1,2,1,36.0,-2,-2,-2,-2,-2,-2,41116.0,38144,31177,27185,13818,8477,5071.0,3041,3096,3845,212,3,0,2.553820736323465,430500.0
3733,100000.0,2,2,1,43.0,-1,-1,-1,-1,-1,0,21293.0,70962,9217,1845,41194,40325,70973.0,9226,1845,41194,2920,1374,0,2.4151998805373185,105000.0
3734,750000.0,2,2,1,43.0,-1,-1,-1,-2,-1,-1,72495.0,99628,74635,63749,85067,83208,,74640,63758,85072,83215,124063,0,1.2048096479712163,787500.0
3735,30000.0,1,2,2,47.0,0,0,0,0,0,0,29554.0,28893,29537,30087,17534,15145,1895.0,1539,1089,718,400,5000,0,-0.433510686288073,31500.0
3736,,1,2,2,33.0,1,2,0,0,0,0,19073.0,16106,57525,54990,52458,54093,3895.0,50000,2000,2000,2344,1235,0,1.1514599139215682,
3737,430000.0,2,1,2,31.0,-2,-2,-1,0,0,0,10226.0,5671,52983,70672,52378,56360,5873.0,52983,35002,10203,7500,10000,0,1.6532798693646549,451500.0
3738,480000.0,1,1,1,44.0,0,0,0,0,0,0,,316685,312615,316685,302248,311651,14082.0,15023,15098,10008,15045,20164,0,0.22226716555071174,504000.0
3740,150000.0,2,1,1,37.0,0,0,-1,-1,-1,-2,26416.0,18915,16047,17633,0,0,2497.0,16047,18776,0,0,0,0,0.6372067976360126,157500.0
3741,130000.0,1,1,2,28.0,0,0,0,0,0,0,89418.0,83196,75028,65086,60346,52272,4000.0,2338,2000,2018,2000,1700,0,0.5822951039031186,136500.0
3742,40000.0,1,2,1,47.0,1,2,2,3,2,0,37611.0,36726,40985,40085,39354,40322,,4898,0,0,1800,3000,0,-0.5331985653897977,42000.0
3744,40000.0,1,2,1,,2,2,2,2,2,0,33547.0,36991,35965,37246,36781,20650,4000.0,0,2000,0,1200,0,0,-0.1714654364736872,42000.0
3745,120000.0,2,1,2,26.0,-2,-2,-1,0,0,0,208300.0,7172,110688,100552,89147,88388,5771.0,120055,5073,3508,3707,3016,0,0.4534272759447353,126000.0
3746,,1,1,1,-5.0,-1,-1,-1,-1,-2,-2,1757.0,3555,2256,2830,1682,1235,3579.0,2262,2830,1682,1235,1280,0,0.8749273558329832,
3747,250000.0,1,3,1,39.0,-1,-1,-1,-1,-1,-2,1976.0,3314,0,800,3576,0,3318.0,0,800,3576,0,0,0,-1.1979652490191979,262500.0
3748,200000.0,1,1,1,43.0,-1,-1,-1,-1,-1,-1,1144.0,2480,3372,1081,2384,6595,2506.0,3380,1085,2394,6601,29708,0,-0.16241234611630825,210000.0
3749,80000.0,1,2,2,,0,0,0,0,0,-1,81115.0,77649,40630,23697,6557,32763,5000.0,1200,0,5000,37000,3000,0,0.34426219588221424,84000.0
3750,130000.0,2,2,2,27.0,0,0,0,0,0,0,18776.0,21458,22760,23215,23706,21951,3000.0,2000,778,811,2000,2865,0,-0.5683241656173325,136500.0
3752,180000.0,2,1,2,29.0,-1,-1,-1,-1,-2,-2,1010.0,3070,307,0,0,0,3394.0,307,0,0,0,0,0,-0.2043191200231695,189000.0
3753,,2,1,1,31.0,-2,-2,-2,-1,0,-1,-5.0,-5,-5,4232,3189,7511,0.0,0,4237,16,7548,4105,0,0.7527206255083678,
3754,140000.0,2,2,1,,-1,-1,-1,-1,2,-1,316.0,586,5842,9422,8956,316,586.0,5842,8956,0,316,316,0,0.5667521591500672,147000.0
3755,350000.0,2,1,1,41.0,-1,-1,-1,-1,-1,-1,57956.0,15987,36582,8197,14494,54284,15987.0,36607,8243,14494,54284,6702,0,0.41641313603963487,367500.0
