LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy,ID_ANONYME
130000.0,1,1,2,26,0,0,0,0,0,0,84664.0,72079,24934,17810,11705,10007,2039.0,2007,1000,1000,600,2000,0,-0.1097512053133421,136500.0,1cdabc0d91a0
100000.0,2,2,1,36,-2,-2,-2,-2,-2,-2,2205.0,0,1983,3543,0,0,0.0,1983,3543,0,0,2645,0,0.7198598971834024,105000.0,76d6a8153b2e
130000.0,1,2,2,37,0,0,0,-2,-2,-2,131446.0,102650,0,0,0,0,5000.0,0,0,0,0,0,0,-0.3704042523393044,136500.0,96a1a93e1903
380000.0,1,1,2,41,0,0,2,0,0,0,350341.0,357703,344460,347754,334891,340728,28400.0,0,12800,12500,12500,12000,0,0.4073634752734925,399000.0,30606ac3b4fd
20000.0,1,2,2,24,0,0,3,2,2,-1,15789.0,21698,21054,20355,19980,3470,6500.0,0,0,10000,25065,177,0,0.0957081696179101,21000.0,04e17d3132b9
180000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,2217.0,0,8264,0,3278,0,0.0,8264,0,3278,0,4646,0,-0.7064920146939372,189000.0,e85cdd30a33c
230000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,-5.0,-5,2969,3419,0,1841,0.0,2974,3425,0,1841,200,0,0.2495474667285767,241500.0,acff539c0d5c
90000.0,1,1,2,31,-1,-1,-1,-1,-1,2,6546.0,1485,25558,1443,1677,1480,1498.0,25572,1443,257,0,58,0,1.0145966657117034,94500.0,0c75ccaac281
160000.0,1,2,2,70,-1,-1,-1,-1,-1,-1,7002.0,6696,6062,4203,5780,12575,7229.0,6085,4230,5797,12589,6233,0,0.3169420002371324,168000.0,b24dd49aca34
50000.0,2,1,2,22,0,0,0,0,0,0,49459.0,49281,50071,10104,9208,10075,2300.0,2000,1000,500,1000,500,0,-3.8520815893835048,52500.0,c699c2458106
1400000.0,2,2,2,28,-2,-2,-2,-2,-2,-2,945.0,945,0,0,0,0,945.0,0,0,0,0,0,0,-0.224959044737391,1470000.0,262fbc155dc2
250000.0,2,2,1,31,0,0,0,0,0,0,,43061,29385,27677,86250,65710,4000.0,3000,901,63000,2700,2000,0,-1.1684308213082215,262500.0,03d0925ac4f5
120000.0,2,2,2,24,-1,-1,-2,-1,-1,-1,100.0,0,0,618,9614,39133,0.0,0,618,9614,39133,1500,0,1.299571331510455,126000.0,ef1d1c50e751
120000.0,2,1,2,27,0,0,0,0,0,0,79072.0,80795,82451,84177,85945,87813,,3000,3100,3122,3300,3060,0,1.318992679571127,126000.0,1625f9db1441
260000.0,2,2,1,39,0,0,0,0,0,0,243196.0,258720,178102,77215,79331,81483,20008.0,7500,3000,3500,3605,3750,0,0.8385221656063294,273000.0,35fcdee9b923
60000.0,2,2,1,38,-2,-2,-2,-2,-2,-2,4764.0,30500,0,0,52829,41404,30500.0,0,0,52829,41404,22401,0,0.4889386524997101,63000.0,6815fd0989fc
60000.0,2,2,1,29,0,0,0,0,0,0,33147.0,54511,56167,28609,27660,27059,24511.0,6000,17000,1984,1100,1600,0,-0.325120412666166,63000.0,a6d4096b24cd
50000.0,1,2,2,26,0,0,0,0,0,0,17771.0,18794,19062,19443,19849,20287,1311.0,1299,680,703,750,626,0,-0.5604402700154425,52500.0,9ed1279b6442
130000.0,1,3,1,34,0,0,0,0,0,0,5444.0,5927,7106,7106,8106,9106,1321.0,1500,0,1000,1000,598,0,-0.1513441958156796,136500.0,6b05617279df
130000.0,99,1,2,34,0,0,0,0,0,0,31179.0,30569,28659,26952,15852,0,2002.0,1400,600,1000,0,0,0,0.0202012465841987,136500.0,507c38cb8a97
360000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-2.721042296523672,378000.0,3404e567432e
80000.0,2,2,1,36,0,0,0,0,0,0,20366.0,21084,22411,23624,23964,25661,1352.0,1679,1892,870,2096,0,0,1.9017627415918543,84000.0,314e9ad1bb06
50000.0,1,2,2,25,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0501772168826948,52500.0,d2388821e8b1
290000.0,2,1,1,32,1,2,-1,-1,-1,-1,7064.0,1875,1814,8537,25576,13475,0.0,1814,8537,25576,13475,6000,0,0.4593660547752399,304500.0,c8808071a31d
200000.0,1,1,1,53,0,0,-2,-2,-1,-1,195050.0,0,0,0,1000,0,0.0,0,0,1000,0,0,0,0.1219795957119735,210000.0,a4fd40788cd5
20000.0,1,2,2,27,0,0,0,0,0,-2,18290.0,20144,19106,19292,0,0,2458.0,1200,386,1000,0,0,0,0.5497258118177146,21000.0,9a0d49266d4f
500000.0,1,1,2,32,-1,-1,-1,-2,-1,-1,5379.0,2062,10515,4158,7958,-196,2065.0,10556,4170,7963,196,7083,0,-0.8280904912063988,525000.0,9f273a349b22
130000.0,2,1,2,25,1,2,2,2,2,2,22415.0,21146,23647,22984,24315,23155,0.0,3500,0,2000,0,2000,0,0.2904523042077974,136500.0,ac6a322dba52
70000.0,2,2,2,26,0,0,0,0,0,0,30139.0,8241,8398,8864,9301,10702,2000.0,2000,2000,2000,3000,1500,0,1.1527330806467977,73500.0,4cbe3d6227ab
200000.0,1,1,2,27,-1,-1,-1,-1,-1,-1,4890.0,3630,4882,10955,10435,1665,3630.0,4882,11034,10435,1665,3765,0,-0.2655331999158448,210000.0,eb861137efa0
360000.0,1,2,1,55,-1,-1,-1,-1,-1,-1,750.0,1224,3206,291,951,2941,1236.0,3537,291,951,2941,291,0,0.2733597321901962,378000.0,678fdf60f09b
50000.0,2,3,1,56,0,0,0,0,0,0,,34961,28913,29093,29306,29506,2407.0,2960,1029,1059,1073,1200,0,0.2846979254181087,52500.0,075441be7bc0
180000.0,2,3,1,26,0,0,0,-2,-2,-2,32023.0,20233,0,0,0,0,,0,0,0,0,0,0,-0.7117038624704052,189000.0,7880bd7fe5dc
120000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-8.0,2046,0,409,872,1539,2054.0,0,409,872,1539,580,0,2.1994593348353435,126000.0,8fe1029e7f1d
330000.0,2,1,1,47,1,-2,-2,-2,-2,-1,2246.0,13990,20992,681,0,5180,13990.0,21060,681,0,5180,3820,0,-0.9526343553455926,346500.0,3d80025e7a47
50000.0,1,2,2,26,0,0,0,0,0,0,27570.0,28820,29400,5124,6874,7654,2000.0,1200,1000,2000,1000,1979,0,1.3609669881099462,52500.0,457f8d7fda94
80000.0,1,3,1,48,0,0,0,0,0,0,71515.0,70287,61892,26779,25464,25993,3679.0,2305,924,1069,1100,1110,0,1.020563635344867,84000.0,d8d0dedb4bda
450000.0,1,1,1,40,-1,-1,-1,-2,-1,-1,697.0,500,0,0,461,-3,505.0,0,0,461,3,0,0,-0.6941247185913679,472500.0,61697e084834
30000.0,2,3,1,47,0,0,0,0,0,0,27947.0,27035,27876,26640,25896,25481,2000.0,1800,1500,1500,1500,1500,0,-0.9234055158007732,31500.0,72b31cf00f8a
160000.0,1,2,1,28,0,0,2,2,0,0,62312.0,66965,67648,66020,67386,68336,5856.0,2311,0,2377,2000,1881,0,-0.4974066395707872,168000.0,85a0c85aa37d
80000.0,2,1,2,22,-1,-1,0,0,-2,-2,10439.0,11501,12113,-33,2748,90,11501.0,1000,33,2871,90,0,0,0.0165732527558264,84000.0,a142832c40df
400000.0,1,2,1,33,0,0,0,0,0,2,52271.0,56788,60049,60876,65178,45933,6000.0,5000,1902,5000,0,5000,0,0.444639536942116,420000.0,14a79e514781
280000.0,2,2,2,27,-1,0,0,0,2,0,82742.0,153791,85601,108984,105275,117635,10077.0,27785,30000,23,20000,3406,0,-0.4107708312766505,294000.0,ad7a0849a3ea
50000.0,2,1,2,24,0,0,0,-2,-2,-2,50380.0,38712,0,0,0,0,4000.0,0,0,0,0,0,0,-1.7455637093120135,52500.0,ced6f3c05e1d
110000.0,1,2,2,26,0,0,0,0,0,0,106417.0,103587,56676,47332,45171,47092,9026.0,6000,2000,2000,3000,4006,0,-0.500368969810426,115500.0,61dd8cd59a50
180000.0,2,1,1,44,1,-1,-1,-1,-1,-1,2788.0,5646,13647,30848,15520,558,5646.0,13901,30848,15520,558,26733,0,-0.8013316280759386,189000.0,d62e1c294189
,2,1,2,26,0,0,0,0,0,0,18630.0,15996,16304,14973,20542,15810,1502.0,1200,300,7000,8000,4000,0,-1.3377337650037875,,88831144c552
390000.0,2,1,2,38,0,0,0,0,0,0,85538.0,79875,82853,82747,44143,38488,3500.0,4502,3518,2003,3001,3000,0,-0.2500843476920443,409500.0,873bd5e10c28
400000.0,2,1,2,28,-1,0,0,0,0,0,5154.0,6016,7056,7310,9943,12849,1060.0,1100,310,3000,3000,6100,0,-0.792147325592495,420000.0,cca40327e9be
200000.0,1,1,2,34,1,-2,-2,-2,-2,-2,-800.0,-2685,-6144,-7905,-10213,-11060,0.0,0,0,0,0,0,0,0.4241330454760965,210000.0,7c22d3cf6ebf
280000.0,1,2,1,33,0,0,0,0,0,0,207982.0,196055,182099,185925,188224,186529,8644.0,6445,15934,7016,6753,6008,0,0.4062543093794101,294000.0,f8b4b02c09cf
230000.0,2,1,2,26,0,0,0,0,0,0,105217.0,107857,110177,60137,62035,64034,4326.0,4533,2337,3035,3034,3101,0,0.7354326508347517,241500.0,79b50932dd99
280000.0,2,1,1,35,-1,-1,-1,-1,-1,-1,21251.0,33746,8689,41652,9031,14106,33840.0,8689,41652,9031,14106,6680,0,1.29876398999779,294000.0,63a4b69673ba
130000.0,1,3,2,28,0,0,0,0,0,0,,133781,133834,132336,132614,132208,,7000,7000,6000,5500,6000,0,0.1157346338768997,136500.0,e49ec846db75
120000.0,1,3,1,47,-1,-1,-1,-1,-1,-1,1051.0,671,291,1051,291,671,671.0,291,1051,291,671,1051,0,0.1391184266506069,126000.0,fe7c8b931420
300000.0,2,3,1,31,-1,-1,-1,-1,-1,-1,331.0,331,331,331,-1,199,332.0,332,332,0,200,0,0,-0.3294847263584295,315000.0,ee0d6c299a70
20000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,264.0,264,2227,1357,1357,4500,264.0,2227,1357,1357,4500,1357,0,-0.5911310576519423,21000.0,da28719dfd9c
250000.0,1,2,1,30,-2,-2,-2,-2,-2,-2,2419.0,28965,44179,37145,46733,46963,29062.0,44385,40682,46873,47104,52448,0,-0.8662105581235533,262500.0,a78000a5ff63
100000.0,2,2,1,57,0,0,0,0,0,0,101249.0,101476,94893,101301,101451,99319,3642.0,4230,10000,3582,5000,4133,0,0.6684451632318237,105000.0,9589262630f7
150000.0,2,2,2,26,0,0,0,0,0,0,23165.0,24515,25592,24949,26846,26908,1723.0,1800,1100,2300,1000,1300,0,-2.4034558597909625,157500.0,0ee372d0a0fe
140000.0,1,2,2,35,0,0,0,0,0,0,101038.0,66734,64018,64656,65341,66277,4215.0,3221,2066,1864,1895,1883,0,-0.7659548142505361,147000.0,4fc779c823fd
500000.0,2,1,2,45,-2,-1,-1,-1,-1,-1,33332.0,163500,60560,104734,41018,6258,163500.0,70160,104734,41018,6258,70356,0,0.6935663999626696,525000.0,1a09807a0e69
20000.0,1,2,2,36,-1,-1,-1,0,0,0,3152.0,0,4956,10148,6979,8353,0.0,4956,200,2000,1500,500,0,-1.604437164408791,21000.0,a7bb44725889
50000.0,1,2,2,52,0,0,0,0,0,0,18922.0,19486,19917,20017,20146,20221,1329.0,1310,680,705,728,690,0,0.527684627733245,52500.0,eb5af8ab99b5
200000.0,2,2,2,27,2,2,0,0,0,0,186806.0,166153,157633,145423,146202,144685,0.0,6908,5200,5400,5700,9101,0,-1.3771694331342563,210000.0,2c674047a16d
150000.0,2,2,2,37,0,0,0,0,0,0,86037.0,84679,82490,78890,75240,75639,5000.0,5000,4000,3500,3000,4000,0,-0.1354465418630676,157500.0,934aa7be7dea
,1,1,2,22,0,0,0,-1,2,2,,59744,44031,48089,44789,30423,2550.0,1848,6084,38,4,70,0,-0.5307048443349132,,36c321ad538f
160000.0,1,1,1,39,1,-1,-1,-1,-1,-1,0.0,567,4027,3100,2123,4899,567.0,4059,3100,2123,4899,3165,0,0.9505552070244644,168000.0,728edd27debc
180000.0,2,2,1,-6,-1,-1,-1,-1,-1,-1,816.0,803,2599,0,2311,2194,803.0,2800,0,2311,2542,236,0,0.9170172116565032,189000.0,8ffe8459134b
270000.0,2,1,1,31,-1,-1,-1,0,0,-1,467020.0,30960,180473,58839,21334,19080,30972.0,180519,1177,0,19080,133504,0,-0.4346258047448019,283500.0,99cf15ac55d5
180000.0,2,1,2,41,0,0,-1,0,-1,-1,37353.0,24797,5549,22349,2974,0,1012.0,5549,17000,3322,0,2633,0,-1.248254360549899,189000.0,6a7a1382f96c
110000.0,2,1,2,28,0,0,0,0,0,0,48088.0,45980,44231,32489,26354,20221,2000.0,2010,3000,3000,3000,1000,0,-0.2615190233225391,115500.0,4aa7c75f447a
50000.0,2,3,1,60,0,0,-2,-2,-1,0,42200.0,0,0,0,15883,16617,0.0,0,0,15883,1000,792,0,-0.6840338204477977,52500.0,2e1943902be9
200000.0,2,3,2,29,0,0,0,0,0,0,185723.0,166726,160181,161469,104232,151726,8009.0,6402,6715,4625,50086,5458,0,-0.3650497860027105,210000.0,2ced184d8477
70000.0,2,3,1,-6,2,-1,-1,-1,-1,-1,254.0,2746,1885,2216,1348,29873,6840.0,1885,2216,1348,29873,1000,0,-0.9643893996805164,73500.0,0be057bbbdf7
360000.0,2,2,2,30,0,0,-2,-1,0,0,23900.0,0,0,150,205150,0,0.0,0,150,205000,0,0,0,0.5351395996855457,378000.0,c211bfaf37ed
50000.0,1,3,1,31,0,0,0,0,0,0,40992.0,35215,29156,18891,19443,19478,2026.0,2021,1000,1001,1000,707,0,-0.5076352314730158,52500.0,4f6ceab7942f
380000.0,2,2,1,38,-1,-1,0,0,0,0,19261.0,81961,61189,38875,17876,13313,81975.0,1480,3000,1000,3000,10024,0,-0.0616223412297594,399000.0,19e639b064bd
50000.0,1,2,2,23,-1,-1,-2,-2,-2,-2,402.0,-2760,-3650,-3650,-3650,-3650,0.0,0,0,0,0,0,0,-1.303757136820569,52500.0,aa4b0d224e2b
270000.0,1,6,2,32,-2,-2,-2,-2,-2,-2,24089.0,51408,27067,40359,51264,34874,52398.0,27787,40569,53500,35051,120391,0,1.0105647075901123,283500.0,e0687aaa8689
460000.0,1,1,2,31,0,0,0,0,0,0,386437.0,393742,392625,368365,377858,362132,15000.0,15000,15000,15000,15000,20000,0,0.565851318869053,483000.0,c91bcd9ef396
60000.0,1,3,2,24,0,0,0,0,2,0,58819.0,59810,56566,30627,30203,28648,3000.0,1768,3954,1000,1500,1200,0,-0.8950238943181777,63000.0,777abbc10ddf
200000.0,2,1,1,34,-1,-1,-1,-1,-1,-1,25663.0,14224,17560,3300,1920,2731,,17560,3300,1920,2731,0,0,1.9054973086310016,210000.0,b18a5e6b50af
20000.0,2,1,2,22,0,0,0,0,0,0,19760.0,18570,17604,11973,9517,6799,1376.0,1383,1000,455,1500,2200,0,-0.3335115632379583,21000.0,3e8a9277880d
110000.0,2,2,2,36,0,0,0,0,0,0,116486.0,105604,96945,74171,70012,62256,4353.0,3294,5000,8300,5000,5000,0,-1.223625229337042,115500.0,6793f9e266ce
70000.0,2,2,1,31,0,0,0,0,0,0,60058.0,49647,43968,41127,39137,28712,1834.0,1608,1559,1630,1300,1000,0,-0.1809779923661801,73500.0,9e645831962e
80000.0,2,2,2,40,0,0,0,0,0,0,78717.0,75873,68602,54617,55987,53895,3300.0,3300,2000,2200,2100,1900,0,0.9361535601958596,84000.0,ed909f604792
210000.0,1,1,2,48,-2,-2,-2,-2,-2,-2,,570,0,0,0,0,570.0,0,0,0,0,0,0,0.213821273039887,220500.0,4e67c080014a
50000.0,1,2,3,52,0,0,0,0,0,0,34664.0,17242,18417,18877,18985,18184,1500.0,1500,1000,800,2000,1000,0,-0.4211452001695305,52500.0,59fefacb1435
150000.0,1,1,2,29,-1,-1,-1,-1,-1,-1,6708.0,1098,1908,1589,9918,-16586,1098.0,2000,1589,9918,1157,0,0,1.33888676111756,157500.0,1e7f898d3483
260000.0,1,1,1,42,1,-1,-1,-1,-1,-2,0.0,2000,1620,8010,0,0,2000.0,1620,8080,0,0,0,0,0.7584373077306019,273000.0,871c39835ef0
310000.0,2,1,2,29,0,0,0,0,0,0,304329.0,292848,279138,252703,248895,244026,14027.0,16800,11600,11000,10000,30000,0,1.0247629060259458,325500.0,501883ce12ba
150000.0,2,1,2,33,0,0,0,0,0,0,96066.0,98277,88202,48179,49426,50534,4400.0,4000,2000,2000,1900,1700,0,-0.6840165671758333,157500.0,204a58c3197e
200000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,,11163,11657,9423,9726,11070,11197.0,11657,9423,9726,11070,7976,0,0.4224410658041435,210000.0,f7ec2d2600c8
150000.0,1,3,2,45,0,0,0,0,0,0,99247.0,101194,81194,70590,72040,73423,4268.0,2725,2505,3000,3000,3000,0,0.8004413272830939,157500.0,3b7dc65fd47f
220000.0,2,2,1,53,-1,-1,-1,-1,-2,-2,8727.0,2553,147,0,0,0,3011.0,147,0,0,0,0,0,-1.668841372298537,231000.0,c17ec73c8024
540000.0,2,1,2,33,-1,-1,-1,-1,-1,-1,1784.0,892,946,946,946,946,892.0,1000,946,946,946,946,0,-0.9828952748109856,567000.0,255afccc8af6
280000.0,1,2,2,29,0,0,0,0,0,0,204773.0,188704,185257,188344,179764,167051,8038.0,6000,5083,5000,5036,5000,0,-0.5178602701972433,294000.0,92151fcdb9a5
230000.0,1,2,2,31,0,0,0,0,0,0,49619.0,43435,41719,38072,33802,30435,2072.0,1689,1046,1025,928,277,0,0.1294247388009949,241500.0,40e485376e18
50000.0,1,1,1,38,0,0,2,3,2,2,33849.0,36798,37890,37131,38381,39585,3817.0,2000,150,2000,2000,1600,0,0.3774645526433637,52500.0,5cd5e6e836cd
20000.0,2,2,2,23,1,-2,-2,-2,-1,-1,0.0,0,0,0,222,6345,,0,0,222,6345,2000,0,0.831454856034015,21000.0,4eec6372c08f
500000.0,99,1,1,45,0,0,0,0,0,0,407331.0,403816,386053,389008,392650,391336,15043.0,14000,14003,14011,15003,14009,0,-1.7683650164906286,525000.0,9b5173ba93de
50000.0,2,2,2,24,0,0,0,0,0,0,49819.0,50135,32101,17401,19820,17399,1672.0,1246,574,3000,649,285,0,1.3749901655472474,52500.0,d9521266ec77
420000.0,2,2,2,34,-1,-1,-1,-1,-1,-1,7572.0,18847,16615,14156,9058,3281,18920.0,16615,14156,9058,3281,5971,0,0.2351015410292341,441000.0,d2675c478d2c
50000.0,2,2,2,22,0,0,-1,2,0,0,21998.0,15299,32514,26479,27396,27789,2063.0,33730,0,1500,1000,1019,0,-0.7945145009971921,52500.0,bd54ada85755
280000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,,0,320,2139,0,0,0.0,320,2139,0,0,0,0,0.6825457942236459,294000.0,2f1223e9508a
50000.0,1,2,1,46,0,0,0,-1,0,0,3656.0,4400,0,1704,3715,-105,1000.0,0,1704,2011,0,1649,0,-2.2466905862800064,52500.0,8c9eda5bb5b3
100000.0,2,2,1,31,0,0,-1,-1,0,-1,92265.0,93873,1473,2946,1473,540,5000.0,1473,2946,0,540,780,0,-0.1103442438353933,105000.0,51f8abfe29ee
50000.0,2,1,2,26,0,0,0,0,0,0,41003.0,42032,42699,43617,44509,45420,1733.0,1400,1300,1271,1300,4500,0,0.5123756362863748,52500.0,3f613c55d57f
130000.0,2,3,2,31,0,0,0,0,0,2,119312.0,116259,103438,49319,91191,82168,20021.0,40354,20000,43608,103,10000,0,-0.4748134973444914,136500.0,a0b5322afbb0
30000.0,2,2,2,21,0,0,0,0,0,0,,28612,29183,28983,13100,0,2000.0,1500,0,500,0,0,0,0.4826262979975555,31500.0,952795a1f797
210000.0,2,2,1,70,-1,0,0,0,2,0,164015.0,155235,151267,149478,145041,107495,9320.0,4894,3301,3,4994,116880,0,0.801478568601528,220500.0,1421ff611c93
50000.0,1,2,1,37,0,0,0,0,0,0,48797.0,47153,43238,17253,16307,16651,1864.0,1811,594,587,1000,1000,0,-1.5178315179212825,52500.0,d8d1713dc581
310000.0,99,2,1,28,0,0,0,0,0,0,31132.0,45718,62992,62473,69837,69898,20000.0,20000,2500,11056,3000,4377,0,-0.3773557369168203,325500.0,8a80efe71cf1
300000.0,2,1,1,31,-2,-2,-1,0,0,0,0.0,1110,12192,7639,1722,4064,1110.0,12192,300,191,4064,390,0,1.2506247644188753,315000.0,5f93230da0c7
90000.0,2,3,1,56,0,0,0,0,0,0,89928.0,81721,76947,46589,47730,49488,3416.0,4142,1700,1888,2710,1500,0,-0.9169784505890456,94500.0,74ed65a2d22a
90000.0,1,1,2,25,0,0,0,0,0,0,32755.0,31325,28034,29753,30601,33083,2000.0,3000,2000,3000,3000,1000,0,-0.9778188139286804,94500.0,f804663d999e
80000.0,2,3,2,65,0,0,0,0,0,0,84985.0,84247,81619,30095,20639,7849,4000.0,2048,1300,1700,401,180,0,1.1864447723690148,84000.0,e38ab7d3075c
10000.0,1,2,2,-6,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.6212228898510007,10500.0,13b4088f2f9a
210000.0,1,1,2,30,0,0,0,0,0,0,161159.0,165071,173443,179686,197458,138218,8000.0,13000,10000,20000,7000,7000,0,0.773064116604792,220500.0,8e93e440f571
170000.0,2,2,1,41,0,-1,-1,-1,-1,0,21170.0,9698,7360,6380,11937,6378,9734.0,7373,6380,11937,1000,6881,0,1.4821103938930331,178500.0,9988ad0a66f2
90000.0,2,2,1,31,1,2,2,2,2,2,1719940.0,83779,88577,86365,91105,89347,0.0,7200,0,6200,24,3300,0,-0.5444346528937654,94500.0,285f8e7a0187
50000.0,2,1,2,25,0,0,0,0,0,0,36806.0,38212,39141,35524,30842,17043,2000.0,2000,8156,30000,1644,1209,0,-0.1973958590689503,52500.0,fd242859bc18
150000.0,1,1,1,29,1,-1,2,-1,-1,-1,-819.0,35457,819,2145,17000,23698,36276.0,0,2145,17000,23698,411,0,-0.793461229359578,157500.0,6641020d80e1
80000.0,2,1,2,29,1,-1,-1,-1,-2,-2,0.0,1313,880,0,0,0,1313.0,883,0,0,0,0,0,-0.9155930686262072,84000.0,baa8a6ecbabb
160000.0,1,1,1,40,0,0,0,-2,-1,0,53935.0,57997,-3,-3,2987,1993,5000.0,0,0,2990,6,2409,0,1.1791155386514225,168000.0,9ce04d52aafc
250000.0,1,2,2,30,0,0,0,0,0,0,14451.0,15774,16780,16807,17158,17500,1504.0,1510,537,556,559,658,0,-0.1749800067254158,262500.0,0e3c49c57d4a
500000.0,2,2,1,41,0,0,0,0,0,-1,60246.0,74832,126778,82611,71338,29756,40000.0,85000,139,20000,29761,70000,0,0.6370666292295618,525000.0,802e03bf4889
260000.0,1,2,2,31,0,0,0,0,0,0,106093.0,95060,90948,84986,84491,72248,4410.0,6500,9500,10000,9000,8000,0,0.6056531956289435,273000.0,7c72066c66a9
50000.0,2,2,1,43,-2,-2,-2,-2,-2,-2,1473.0,390,390,390,390,0,390.0,390,390,390,0,780,0,-0.8238364396616623,52500.0,e41d64db5703
30000.0,2,2,2,22,0,0,0,0,0,0,27388.0,29016,26941,27491,6726,0,2075.0,1000,550,135,0,0,0,0.1378375882652837,31500.0,a56b54e1c593
110000.0,2,2,2,41,1,2,0,0,0,0,57046.0,51005,48572,49299,47126,48215,0.0,2100,2500,2000,2250,1200,0,-1.7001054198698002,115500.0,489ca219174f
500000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,6057.0,9418,7667,6222,9435,7235,9418.0,7667,6222,9435,7235,8840,0,0.1656817401587058,525000.0,262b06d105e1
310000.0,2,1,2,31,0,0,0,0,0,0,35064.0,38195,39233,39577,42996,46319,4000.0,2000,2000,4000,4000,4000,0,-0.1907070015089878,325500.0,90bbc9533a02
580000.0,1,2,1,37,0,0,0,0,-1,-1,110417.0,89301,82057,27666,20226,276422,3757.0,2299,618,2636,326889,8689,0,-1.6995502999637713,609000.0,56a3a46a3ba4
340000.0,2,1,1,36,0,0,0,0,0,0,185268.0,326074,276519,251815,218706,165666,160444.0,10143,7190,6283,5208,4177,0,-0.0271875878455317,357000.0,a486e5558353
360000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,22237.0,5683,1632,1632,22379,8901,6695.0,1632,1632,22379,8901,4852,0,2.3933503268364245,378000.0,4332cd76590d
290000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,578.0,7124,7620,0,4788,0,7129.0,7620,0,4788,0,7026,0,0.8399988895579857,304500.0,00f6112fe583
30000.0,1,2,2,36,3,2,2,2,3,2,20424.0,19809,22478,24111,23447,24951,0.0,3000,2300,0,2500,0,0,-0.5189540587482373,31500.0,8e614d39a1f1
80000.0,2,1,2,28,0,0,0,0,0,0,26524.0,23224,23141,22160,21478,20441,1500.0,1700,1000,1000,1000,1500,0,-0.5217241630964341,84000.0,a64332fe1df1
170000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,1561.0,1239,7315,10730,1686,9445,1239.0,7352,10730,1686,9445,3444,0,-0.0076083494721419,178500.0,a991b89eed28
,1,2,1,41,0,0,0,0,2,0,56256.0,57685,58156,61103,59358,60060,3000.0,2688,5163,0,2358,2472,0,0.6071272242525149,,3b1fba061614
450000.0,1,2,2,37,0,0,-1,-1,0,0,457627.0,38692,4549,16885,6440,7440,1000.0,4549,16885,129,1000,0,0,-0.8254427525838579,472500.0,fb4a379d44ca
260000.0,2,1,2,32,-2,-1,-1,-1,0,0,0.0,204,-810,2190,810,0,204.0,0,3000,0,0,0,0,-0.4608322687707255,273000.0,811af1590c16
240000.0,2,1,2,29,0,0,0,-1,-1,-1,25700.0,28677,22081,3428,67,1832,5009.0,2000,5000,0,3332,0,0,-0.2299331191873748,252000.0,c30c6b3aa67e
110000.0,2,2,2,27,0,0,0,-2,-2,-2,5660.0,1150,0,0,0,0,2000.0,0,0,0,0,0,0,-1.5545626613247705,115500.0,464d14ace7f6
2400000.0,2,2,2,26,0,0,0,0,0,0,184501.0,177846,167934,169133,175175,146093,7627.0,6003,5504,10158,6000,6012,0,0.3609471401015977,2520000.0,54e87e278337
220000.0,2,2,2,34,0,0,0,0,0,0,34819.0,30937,30348,23459,23200,21281,2006.0,2022,1002,1007,1000,1008,0,0.3271991879589802,231000.0,274dfec6e079
20000.0,1,2,1,32,0,0,0,-2,-2,-2,2508.0,3448,-202,-202,950,0,1000.0,202,0,1152,0,1000,0,-0.5752970503090442,21000.0,6b5f40c09215
,1,1,2,31,-2,-2,-2,-2,-2,-2,264.0,264,264,264,414,264,264.0,264,264,414,264,264,0,-0.5488666222534346,,2c1f3f5f6523
,2,1,2,29,0,0,0,0,0,0,139762.0,143515,147037,146117,145884,147645,6000.0,6000,4818,5000,5000,4500,0,-0.9344214315791834,,3849ba084da2
470000.0,2,2,2,25,0,0,0,0,0,0,169699.0,170309,167876,170610,173643,178083,6200.0,7000,5716,5982,7000,5500,0,0.2729403276313774,493500.0,255ac64f2a9b
70000.0,2,2,2,21,0,0,0,0,0,0,65793.0,26665,22630,14573,15127,12596,2000.0,1400,291,1500,5000,2000,0,-0.8471631528577938,73500.0,3d5d2c29712a
120000.0,2,1,2,26,0,0,0,0,0,0,10172.0,12400,14256,16859,17477,21588,3000.0,3000,4000,4000,5000,5000,0,0.5073979588032341,126000.0,aef662afc24b
