genre,pays,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,churn,jour_semaine,mois,age_groupe
Femme,Maroc,30546.873212175225,Standard,11.2,30,0,4,4,50-60
Femme,Canada,54757.32015488684,Standard,7.2,23,0,5,2,30-40
Non précisé,Canada,45724.3927972647,Standard,8.1,31,0,2,2,20-30
Femme,France,52031.74698839927,Premium,5.9,26,0,1,3,60+
Homme,Belgique,50553.63344964508,Premium,5.3,19,0,4,3,30-40
Homme,Canada,41595.15210883254,Standard,14.5,19,0,6,1,40-50
Femme,Maroc,57654.18443995107,Standard,6.1,17,1,1,5,40-50
Femme,Algérie,25078.260679213025,Standard,2.2,24,0,3,1,40-50
Femme,Belgique,39800.64583890859,Familial,6.1,25,0,3,6,50-60
Femme,Belgique,37780.312419423004,Standard,16.5,28,1,2,2,30-40
Homme,Algérie,47563.57425311535,Standard,11.9,24,0,3,2,20-30
Femme,France,20622.051688802516,Premium,5.0,31,1,4,4,20-30
Homme,Maroc,36629.677391861536,Standard,7.1,25,0,4,4,40-50
Femme,Canada,45363.663435573304,Familial,9.6,24,0,5,2,60+
Homme,Maroc,49355.96419737776,Standard,31.0,28,0,2,5,20-30
Femme,Algérie,37915.18672646765,Standard,2.7,20,0,6,1,30-40
Femme,France,7759.292452363091,Premium,18.8,26,1,0,5,40-50
Homme,Canada,34169.86672164673,Familial,0.0,28,0,1,7,40-50
Homme,France,35602.80198108717,Familial,8.5,34,0,6,3,50-60
Femme,Canada,34341.40728149738,Standard,10.0,24,1,5,2,40-50
Homme,Algérie,44218.43918291875,Standard,16.0,19,0,1,5,40-50
Homme,France,47674.31286429685,Familial,7.2,24,1,2,1,30-40
Femme,Algérie,32250.12600143208,Familial,4.8,14,0,5,1,<20
Femme,Algérie,44661.10484572605,Premium,0.2,26,0,2,5,40-50
Homme,Algérie,28808.73506345259,Familial,10.8,20,1,2,5,60+
Homme,Belgique,49600.0708698822,Familial,3.2,31,0,5,6,60+
Femme,France,35578.87560394854,Standard,1.5,33,0,0,4,40-50
Homme,France,36041.325497225094,Standard,4.8,18,0,2,4,60+
Femme,Canada,11896.53775493709,Premium,8.9,23,0,5,2,40-50
Homme,Belgique,42991.51141275005,Standard,41.7,19,0,6,3,50-60
Homme,Algérie,35921.47869323067,Standard,8.6,20,1,6,6,50-60
Femme,Canada,40794.10245060604,Standard,26.8,32,1,4,1,50-60
Femme,Canada,44596.50459646528,Standard,17.0,28,1,2,6,30-40
Homme,Algérie,33450.57557676534,Standard,6.6,26,0,3,6,40-50
Homme,Maroc,38065.59008893132,Standard,19.8,28,0,4,1,40-50
Femme,France,35143.56914613932,Premium,35.9,15,0,1,1,40-50
Femme,Maroc,41976.079503587345,Premium,2.6,22,1,4,1,60+
Femme,Canada,62922.275353850135,Standard,2.2,27,0,0,2,40-50
Femme,Algérie,48651.160140490276,Familial,14.7,36,0,1,5,20-30
Homme,Belgique,39617.63282202511,Standard,4.4,26,0,0,1,20-30
Homme,Algérie,36481.184759107826,Standard,9.7,41,0,6,4,30-40
Homme,France,13865.908963372442,Standard,2.6,26,0,5,6,50-60
Homme,France,46385.38940964091,Familial,45.6,27,1,4,1,20-30
Homme,Canada,30459.731787695662,Premium,1.2,28,0,6,4,50-60
Femme,Maroc,32971.81361157803,Standard,6.6,25,0,5,3,50-60
Femme,Canada,50752.86151336953,Standard,13.5,26,1,5,4,40-50
Femme,Algérie,55844.258015356936,Premium,10.8,21,0,0,3,20-30
Femme,Maroc,49734.58635820608,Familial,7.5,19,0,5,1,20-30
Femme,Canada,48414.71562477605,Standard,26.4,26,0,1,4,50-60
Homme,Canada,23489.93534324002,Premium,10.4,14,0,2,2,30-40
Homme,Maroc,47737.59654279563,Standard,14.6,27,1,0,1,60+
Femme,Algérie,57205.799820035674,Standard,15.1,22,0,0,2,50-60
Femme,France,41809.745162507534,Premium,14.36419689119171,24,0,3,4,60+
Homme,Canada,47630.020901773336,Premium,1.1,27,0,5,4,40-50
Homme,Maroc,28713.619159621394,Premium,48.5,15,0,2,3,30-40
Femme,Canada,43252.9363071241,Premium,17.0,23,0,4,6,<20
Femme,Maroc,39688.53494990811,Premium,1.7,18,0,3,4,50-60
Femme,France,57566.827702754934,Standard,7.4,39,0,6,6,60+
Homme,Canada,36173.033470931055,Standard,23.1,33,1,0,5,20-30
Homme,Maroc,63343.113927706196,Premium,18.7,29,1,3,5,40-50
Femme,Maroc,41932.74191474732,Familial,28.3,26,0,2,1,40-50
Homme,France,39804.869294963,Standard,20.0,23,0,6,2,20-30
Femme,Canada,14417.916424904173,Standard,16.7,23,0,3,4,<20
Homme,Belgique,41144.427149427356,Premium,29.9,29,0,5,6,60+
Femme,France,50878.33976818305,Standard,6.8,29,1,3,5,20-30
Homme,Canada,61503.896167045714,Standard,1.9,35,0,3,5,30-40
Femme,France,38050.186048991876,Standard,3.1,25,1,3,6,30-40
Femme,Maroc,29276.161012554956,Premium,10.4,22,0,6,1,20-30
Homme,Maroc,68860.96493545859,Standard,7.4,32,1,0,2,50-60
Femme,France,23807.07467078526,Premium,11.5,30,0,5,5,50-60
Homme,Algérie,36030.952372520864,Premium,28.9,31,1,6,2,30-40
Femme,Canada,45591.82824363374,Standard,4.9,20,0,4,6,60+
Femme,France,32654.64194263177,Premium,6.7,8,1,6,5,40-50
Homme,Algérie,51973.224598155306,Familial,7.5,24,0,2,4,30-40
Homme,Belgique,24493.511009393227,Standard,11.2,25,0,2,4,30-40
Homme,Belgique,40905.010399250816,Premium,21.8,31,0,5,2,40-50
Non précisé,Belgique,57572.24423806091,Premium,2.7,19,0,2,2,50-60
Homme,Algérie,37743.251609451356,Premium,13.2,22,0,5,6,20-30
Homme,France,39251.10721288233,Standard,6.1,25,1,3,4,50-60
Homme,Canada,29125.80847772035,Premium,4.2,19,0,6,6,50-60
Homme,Canada,38326.95294700974,Premium,2.8,30,1,2,2,40-50
Homme,Algérie,45178.077935322624,Standard,10.2,38,0,4,1,20-30
Homme,Belgique,44948.70269213885,Premium,4.8,26,0,6,2,60+
Homme,Algérie,40607.022988845434,Standard,13.8,33,1,2,1,20-30
Femme,Canada,39340.5972383861,Standard,12.1,25,1,6,6,50-60
Femme,France,33966.895770153475,Standard,5.4,20,0,5,1,50-60
Homme,France,46539.77009883549,Familial,23.0,22,0,4,3,30-40
Homme,Maroc,48289.79112471073,Premium,14.36419689119171,20,0,5,2,60+
Homme,Algérie,36978.53626357775,Premium,13.4,23,0,6,2,60+
Femme,Algérie,33900.251520745944,Standard,19.8,26,0,2,4,30-40
Homme,Belgique,43416.10933943083,Premium,8.3,30,0,3,1,60+
Homme,Maroc,68923.57840579003,Familial,7.5,16,0,2,3,40-50
Femme,Canada,33833.89054697202,Standard,10.8,22,0,3,4,60+
Homme,Canada,29018.23907344286,Familial,3.8,23,0,2,1,30-40
Homme,Algérie,14637.197915523771,Familial,4.6,25,0,5,2,40-50
Homme,Algérie,51886.10349591513,Standard,18.5,30,1,0,6,<20
Homme,Algérie,48566.1253157869,Premium,7.0,23,0,2,2,60+
Homme,Belgique,15619.251581020511,Familial,4.0,25,0,0,2,50-60
Femme,France,2394.7417326387263,Standard,7.9,16,0,3,4,<20
Homme,Canada,31723.63705128797,Premium,0.3,27,1,6,3,50-60
Homme,Canada,56632.032759905975,Familial,0.6,32,0,3,1,40-50
Femme,France,33292.860723221085,Familial,7.3,25,0,3,5,50-60
Homme,Belgique,53256.90140183467,Standard,9.2,21,0,2,3,50-60
Homme,France,55826.49627425116,Familial,2.0,28,0,0,5,50-60
Homme,Canada,59666.37205402432,Standard,24.2,24,0,0,1,40-50
Homme,Maroc,32578.704105255925,Standard,32.9,23,1,0,1,20-30
Homme,France,44474.85298326114,Standard,2.0,25,0,2,6,60+
Femme,Maroc,22539.464929138827,Premium,2.0,34,0,1,3,40-50
Femme,Canada,41354.7210317737,Standard,6.8,24,0,2,1,30-40
Homme,Maroc,39391.14066486672,Standard,27.5,36,0,5,1,20-30
Homme,Algérie,30188.98755628996,Premium,48.2,28,0,3,5,<20
Femme,Algérie,24415.24321951827,Standard,57.1,30,0,3,5,40-50
Homme,Belgique,55433.78260798766,Standard,31.6,18,0,3,4,60+
Femme,Belgique,34604.444320741895,Familial,10.5,36,0,6,7,40-50
Femme,Canada,40512.10049622093,Premium,6.0,30,0,0,3,40-50
Femme,France,9371.974150586984,Standard,20.6,18,0,1,5,<20
Femme,Maroc,33946.25757583871,Standard,1.4,26,1,3,1,40-50
Homme,Algérie,52319.03654894954,Standard,1.9,27,0,6,1,40-50
Femme,Belgique,38886.4519379969,Standard,17.7,21,0,5,1,40-50
Homme,Belgique,53637.42749101068,Premium,1.8,25,0,6,1,20-30
Femme,France,61611.28728500705,Standard,31.5,23,0,6,2,30-40
Homme,Belgique,25235.943127949773,Standard,8.9,26,0,2,2,50-60
Femme,Algérie,59552.99955360597,Premium,11.0,20,0,2,1,60+
Femme,Belgique,33852.69970056906,Premium,15.3,24,1,4,2,60+
Femme,Belgique,31873.221564088082,Premium,1.1,27,0,6,7,40-50
Homme,Maroc,18689.18158492575,Familial,95.4,24,0,1,3,40-50
Homme,Algérie,34073.953505776655,Familial,25.1,22,0,3,4,30-40
Homme,Algérie,32935.156395403996,Standard,18.1,28,1,2,1,20-30
Homme,Belgique,38407.38487640015,Standard,1.1,20,0,1,1,30-40
Femme,France,49450.34047236363,Standard,3.6,25,1,1,2,40-50
Femme,France,42934.515250675075,Familial,21.8,21,0,0,2,20-30
Homme,Algérie,49884.87552318742,Premium,9.7,25,0,2,6,40-50
Homme,Maroc,42558.267483048265,Familial,0.8,26,0,3,3,50-60
Homme,Belgique,56246.158444157656,Premium,7.0,18,0,4,5,50-60
Homme,Canada,43799.48897720045,Standard,64.8,22,1,5,5,20-30
Femme,Canada,51637.96477462286,Standard,3.3,20,0,0,5,50-60
Femme,Canada,59245.725992137886,Standard,16.4,27,1,2,6,40-50
Homme,Canada,38229.923435932375,Familial,35.7,18,0,2,6,50-60
Femme,Belgique,21386.65556909122,Premium,1.0,16,0,6,6,30-40
Homme,Belgique,35077.61276999895,Premium,21.1,23,1,6,2,50-60
Femme,Belgique,43474.581857347286,Premium,19.4,16,0,2,4,40-50
Homme,Belgique,44585.171036151114,Standard,5.1,21,0,4,4,40-50
Homme,Algérie,23045.952082264033,Standard,11.3,25,0,6,2,40-50
Femme,Belgique,41101.993872626896,Standard,59.3,34,0,3,2,30-40
Femme,Maroc,67323.5809388523,Standard,23.3,20,0,3,5,30-40
Homme,Maroc,61817.31859236227,Standard,0.2,18,0,5,3,40-50
Homme,Canada,44261.93224901131,Standard,17.5,27,0,2,4,30-40
Homme,Belgique,21611.600591904404,Standard,0.4,25,0,0,3,30-40
Homme,Maroc,38839.058165218165,Standard,7.8,28,0,3,2,60+
Femme,Belgique,36841.828045771064,Standard,65.5,25,0,0,5,50-60
Homme,Canada,38955.86020685975,Standard,7.4,24,0,4,3,40-50
Femme,Algérie,46064.63363616283,Premium,15.2,25,0,6,3,60+
Homme,Belgique,38793.79748876432,Familial,10.1,26,0,6,5,60+
Femme,France,30614.40595736934,Standard,14.36419689119171,22,0,4,3,60+
Homme,Belgique,35484.41852931883,Premium,1.4,26,1,0,4,60+
Homme,Canada,25194.4505458895,Premium,9.2,24,1,6,4,50-60
Femme,Canada,57587.23358930693,Familial,15.5,24,0,1,6,60+
Femme,Belgique,27924.313508986044,Standard,0.5,22,0,5,5,60+
Femme,Algérie,29446.160785500324,Standard,30.8,26,1,2,5,20-30
Non précisé,Algérie,39480.06323781359,Standard,2.6,28,1,3,2,60+
Non précisé,Maroc,48999.553723530924,Standard,4.2,23,1,0,3,20-30
Homme,Maroc,47656.311834666645,Premium,5.5,22,1,6,6,40-50
Homme,France,20058.4516943103,Premium,18.6,17,0,0,4,40-50
Homme,France,51638.51843803245,Standard,15.8,25,0,3,3,30-40
Homme,Algérie,37310.311156979646,Standard,10.4,23,1,1,3,20-30
Femme,France,23115.098791387398,Standard,54.6,24,1,5,5,40-50
Femme,Canada,38369.70514059732,Standard,5.7,25,1,4,6,30-40
Femme,Belgique,44477.393799355916,Familial,3.3,18,0,4,4,50-60
Homme,Algérie,48207.07977307522,Familial,8.3,24,0,3,1,30-40
Femme,Belgique,32033.26575470928,Familial,7.4,18,0,4,4,20-30
Homme,Algérie,24055.66352664892,Premium,1.9,22,0,5,6,40-50
Homme,Belgique,38271.139580073184,Standard,0.0,34,0,6,1,30-40
Non précisé,Belgique,35730.041449440854,Premium,4.8,28,0,3,1,60+
Femme,Maroc,29672.825838537316,Familial,1.5,30,0,3,4,60+
Homme,Belgique,31582.58533198246,Standard,0.8,24,0,1,4,30-40
Femme,Algérie,8899.84926051839,Standard,0.8,22,1,1,4,40-50
Homme,Canada,50142.15011797382,Standard,6.0,26,0,4,1,20-30
Homme,Belgique,31889.82395892411,Standard,41.1,23,0,3,6,20-30
Homme,Belgique,32565.189309559675,Standard,1.9,25,0,1,4,50-60
Femme,Belgique,56111.26746150035,Standard,5.6,29,0,4,2,20-30
Femme,Maroc,52878.32186820982,Standard,77.6,20,0,3,5,60+
Femme,Algérie,50656.48353636998,Premium,13.0,30,0,1,1,60+
Homme,Algérie,29084.04868390487,Standard,18.0,30,1,1,5,60+
Femme,Algérie,45369.09652205916,Premium,25.3,20,0,0,6,60+
Femme,Canada,45901.10334278067,Premium,27.6,34,0,6,4,60+
Femme,Canada,60573.28167049057,Standard,24.4,24,0,6,5,40-50
Homme,Algérie,60107.52001346903,Standard,1.9,32,1,5,3,20-30
Homme,Canada,23221.820655571373,Familial,8.9,23,0,5,1,20-30
Non précisé,Canada,34020.620059969835,Premium,10.8,22,0,5,5,30-40
Femme,Maroc,28214.86693703601,Premium,51.9,26,1,0,1,30-40
Homme,Canada,24444.852822493704,Standard,9.7,26,0,1,5,60+
Femme,Algérie,75360.97290705494,Standard,20.7,22,0,0,5,50-60
Homme,France,29622.935205911137,Standard,28.7,28,0,0,5,60+
Femme,Algérie,45247.32001539472,Premium,0.8,21,0,5,2,40-50
Femme,France,62852.22600994969,Familial,18.8,31,1,3,6,20-30
Homme,Maroc,48841.430138244956,Premium,46.6,28,0,0,5,40-50
Femme,Belgique,21305.51890799209,Standard,20.2,35,1,3,1,20-30
Homme,Canada,27643.80746141326,Standard,0.3,26,0,6,3,60+
Homme,Canada,56202.26982278061,Standard,7.5,21,1,4,3,40-50
Homme,France,37490.19299468291,Premium,16.0,33,0,1,1,50-60
Femme,Belgique,45900.20065150829,Premium,22.8,23,0,4,5,30-40
Femme,Belgique,41327.41134230519,Standard,69.1,23,0,0,3,60+
Non précisé,Canada,46112.47800527769,Standard,4.5,23,0,6,4,60+
Homme,France,35330.72060433659,Standard,20.5,20,1,3,7,60+
Homme,Maroc,41396.483989604014,Standard,36.7,23,1,5,2,30-40
Homme,Algérie,47256.92946507673,Premium,4.5,22,0,4,1,40-50
Femme,Maroc,45710.82078603711,Premium,30.5,23,0,5,3,50-60
Homme,France,42863.54590323556,Standard,23.3,18,0,6,6,<20
Femme,Algérie,38262.347091158575,Standard,12.3,17,0,5,3,30-40
Femme,Maroc,47895.947377978846,Standard,12.5,26,0,2,2,40-50
Femme,Belgique,31107.560573817776,Familial,4.8,24,0,3,7,20-30
Homme,Canada,37717.58358480037,Standard,6.9,28,0,6,6,50-60
Femme,France,48554.63727689749,Standard,1.3,26,0,6,3,20-30
Homme,Algérie,37836.953566302676,Standard,13.2,21,0,3,6,50-60
Femme,Canada,50909.43412850517,Familial,22.0,23,0,1,3,30-40
Femme,Belgique,39174.873182658484,Premium,5.8,31,0,1,3,40-50
Homme,Maroc,55562.18554715132,Standard,17.7,23,0,5,5,40-50
Homme,Algérie,39383.560373517175,Familial,7.5,12,1,6,1,40-50
Femme,Canada,17516.596994111587,Standard,14.36419689119171,18,0,3,3,40-50
Femme,Canada,55865.161513242965,Premium,40.2,25,0,4,6,60+
Homme,Belgique,32717.79431992307,Standard,14.8,25,0,3,1,40-50
Non précisé,Belgique,38406.52288321853,Premium,3.8,28,0,6,5,30-40
Homme,Belgique,26309.00935774447,Premium,8.2,22,0,6,4,20-30
Femme,Algérie,38089.638940064,Premium,0.1,22,0,5,5,40-50
Homme,Maroc,54641.746217237924,Premium,14.36419689119171,32,0,5,1,20-30
Homme,Canada,56486.30527444173,Standard,13.4,19,0,2,4,20-30
Non précisé,Algérie,44187.974376209684,Premium,1.3,23,1,3,1,20-30
Homme,Belgique,40197.60129109525,Standard,12.0,30,0,4,6,60+
Homme,Belgique,31032.42641245273,Premium,43.1,30,0,0,1,60+
Homme,Canada,53435.1502563138,Premium,14.5,23,0,4,5,40-50
Homme,Algérie,41314.96601534895,Standard,5.0,25,0,2,6,60+
Femme,Belgique,36244.40641893873,Familial,9.3,25,1,5,5,60+
Femme,France,34715.04499176476,Familial,8.5,18,0,3,3,60+
Femme,France,39479.366955490266,Standard,67.1,22,0,0,2,<20
Femme,Maroc,68400.37146330028,Premium,18.7,30,1,1,6,50-60
Femme,Belgique,50171.95882363865,Premium,0.6,28,0,5,6,50-60
Homme,Canada,52437.550557607516,Standard,6.7,17,0,3,3,20-30
Homme,Algérie,30902.15805956098,Standard,4.8,30,0,6,2,50-60
Homme,Maroc,56235.67400333966,Premium,59.8,24,1,4,1,60+
Femme,Maroc,43419.48305613876,Premium,11.2,22,0,0,4,40-50
Non précisé,France,65725.02071666105,Standard,7.3,26,0,0,5,30-40
Femme,Maroc,30548.85359523618,Standard,37.9,20,0,0,7,50-60
Femme,Algérie,34314.0472530904,Premium,13.6,26,0,0,4,20-30
Femme,Canada,56861.89300076383,Standard,43.1,33,1,6,5,40-50
Femme,Algérie,54670.67694860539,Standard,29.3,32,0,3,2,60+
Homme,Maroc,53995.88112285938,Premium,12.7,24,0,4,1,20-30
Femme,Belgique,36424.059514696746,Standard,30.9,29,0,5,1,50-60
Homme,Maroc,34658.150146538945,Standard,16.6,28,0,3,5,50-60
Femme,Canada,26413.977922321123,Standard,5.1,22,0,0,5,40-50
Femme,Maroc,45577.2813908771,Premium,44.2,20,0,4,2,<20
Homme,Algérie,32312.709922072965,Standard,31.3,30,0,2,5,50-60
Homme,France,42828.988297988886,Standard,15.5,17,0,3,4,50-60
Femme,France,52259.32995008659,Standard,4.3,28,1,1,2,<20
Femme,Maroc,38659.711171601666,Standard,2.8,29,0,1,3,60+
Homme,Maroc,32838.23874745848,Standard,14.36419689119171,22,1,5,5,40-50
Homme,France,48130.519740738375,Familial,1.7,32,1,0,4,40-50
Femme,France,48060.10104152941,Premium,17.3,16,0,4,4,60+
Femme,France,43668.821033328946,Premium,35.8,27,0,6,4,60+
Femme,Belgique,66010.66409624765,Premium,4.7,26,0,1,1,50-60
Homme,Canada,26234.958770753838,Standard,9.9,28,0,6,1,40-50
Homme,Belgique,33050.984682702285,Premium,7.2,29,1,6,1,20-30
Homme,Maroc,44473.322298471736,Standard,2.3,23,0,0,4,40-50
Homme,France,18702.555118110216,Standard,13.8,20,1,5,5,60+
Homme,France,17114.191384843532,Standard,17.6,22,0,1,3,50-60
Femme,Algérie,17735.543952207674,Standard,1.1,28,1,2,5,50-60
Femme,Canada,40827.913056932215,Standard,6.0,27,1,4,2,60+
Femme,Belgique,35807.901967849946,Premium,42.0,26,0,3,4,40-50
Homme,Belgique,23859.646722150246,Standard,9.4,31,1,2,2,20-30
Femme,Canada,41719.58261188878,Standard,26.1,24,0,2,2,50-60
Femme,Algérie,35610.61597796334,Premium,24.6,28,0,6,6,60+
Homme,Algérie,30619.609646865556,Familial,25.5,21,0,4,6,40-50
Homme,Canada,42449.974523026816,Premium,19.0,20,0,2,2,30-40
Homme,Algérie,29235.139698895822,Premium,15.1,21,1,6,3,40-50
Femme,France,53792.392590805386,Premium,3.2,28,1,5,5,50-60
Homme,France,42474.14978512345,Standard,6.9,23,0,0,5,40-50
Femme,Maroc,45491.17770831884,Familial,35.1,20,0,3,6,50-60
Femme,Maroc,42305.51428041709,Premium,10.0,25,1,2,5,40-50
Homme,Maroc,50744.157193819716,Premium,1.8,24,0,6,4,<20
Homme,Maroc,40731.38842975236,Standard,10.1,25,1,1,6,40-50
Femme,Maroc,19176.281938204396,Standard,1.6,22,0,4,6,40-50
Femme,Canada,31131.37921982928,Premium,15.6,35,0,3,3,50-60
Homme,France,41139.27244439733,Standard,10.2,21,0,0,5,20-30
Femme,Algérie,31231.55480912283,Standard,25.5,28,1,2,3,20-30
Femme,Algérie,48102.259273048716,Premium,14.4,31,0,2,5,60+
Non précisé,Maroc,49550.37324214257,Premium,39.2,28,1,2,3,20-30
Femme,Belgique,59376.063084547495,Standard,16.0,25,0,4,7,30-40
Homme,Canada,40488.75597929917,Premium,1.3,25,0,3,4,30-40
Femme,Algérie,36546.00395840546,Standard,14.36419689119171,24,0,1,4,50-60
Homme,France,44882.170620343924,Standard,1.2,21,0,4,5,50-60
Non précisé,Belgique,17915.468640789102,Standard,4.0,26,1,2,7,60+
Femme,Maroc,49341.32532910527,Premium,1.7,31,0,2,1,40-50
Non précisé,Belgique,43107.711908461766,Premium,5.7,31,0,2,4,20-30
Femme,Belgique,55997.40967748913,Premium,3.2,26,0,3,4,20-30
Homme,France,43494.47184262609,Standard,15.7,30,0,2,4,40-50
Homme,Algérie,52141.38741128071,Premium,15.9,13,0,0,4,30-40
Homme,Maroc,35969.4218674675,Standard,3.3,24,0,6,2,60+
Homme,Maroc,39568.532351802525,Familial,31.3,17,0,0,4,30-40
Femme,Belgique,24128.460448055645,Standard,4.4,24,0,5,1,30-40
Femme,Algérie,48845.170386090314,Premium,3.7,26,0,4,4,20-30
Homme,France,20752.281098768974,Familial,42.1,23,1,6,3,60+
Homme,Canada,39778.098754357874,Familial,1.9,23,0,6,3,50-60
Homme,Maroc,36224.3116992263,Premium,30.4,34,0,3,3,30-40
Femme,Belgique,37828.68153885868,Standard,33.6,29,0,6,2,60+
Homme,Maroc,44536.456544335975,Premium,59.0,24,0,3,3,60+
Femme,France,23589.68864201404,Premium,16.0,25,0,0,1,30-40
Femme,Maroc,51583.250484295364,Standard,53.8,26,0,6,3,50-60
Homme,France,27715.98084706033,Standard,26.3,23,0,3,3,30-40
Non précisé,France,35120.110592555844,Premium,3.5,25,0,0,2,40-50
Homme,Maroc,46537.90056321097,Standard,14.36419689119171,28,0,6,2,30-40
Homme,Canada,50228.11813663245,Standard,8.1,25,0,6,3,40-50
Femme,Belgique,58013.32552046186,Premium,10.3,23,0,6,3,20-30
Homme,Belgique,23999.425460211052,Familial,25.1,27,0,1,4,30-40
Femme,Canada,52840.5378496383,Premium,3.9,24,0,4,1,<20
Femme,Algérie,5625.062265738429,Standard,2.1,22,1,5,1,50-60
Homme,Belgique,35528.23517319033,Standard,5.4,20,0,0,6,40-50
Non précisé,France,21146.115887119136,Premium,5.3,17,0,4,3,40-50
Femme,Belgique,36206.82541704652,Premium,5.6,25,0,5,5,<20
Homme,Maroc,45018.1627641536,Premium,5.4,39,0,6,6,20-30
Homme,Canada,43940.52038646765,Premium,9.7,17,1,0,3,40-50
Homme,Maroc,33420.59013594833,Standard,8.4,25,0,4,3,60+
Femme,Canada,25684.37299578059,Standard,10.3,22,1,4,1,40-50
Femme,Maroc,34900.00058762897,Standard,17.5,13,0,3,6,40-50
Homme,Canada,19040.34326937151,Standard,11.3,37,0,3,5,50-60
Femme,Algérie,35814.80959756536,Standard,5.7,22,0,6,5,30-40
Homme,Canada,68287.36042291197,Standard,20.3,22,0,3,2,50-60
Homme,Maroc,26332.058708151806,Standard,8.3,22,0,4,6,50-60
Femme,Algérie,37553.71268110288,Premium,0.7,27,1,0,5,<20
Femme,Belgique,37569.20663094999,Premium,14.6,25,0,5,6,60+
Femme,Maroc,34937.07552835145,Premium,2.3,30,1,6,4,40-50
Homme,France,34045.547826895556,Standard,8.3,22,1,3,5,30-40
Femme,Belgique,42190.10392180567,Familial,6.3,25,1,5,1,20-30
Homme,France,28594.056775792145,Premium,40.6,22,0,0,6,20-30
Femme,Canada,37058.3370974735,Familial,2.5,24,0,5,3,60+
Homme,Canada,47150.68840192492,Familial,5.5,37,0,4,1,30-40
Femme,Canada,45103.7401292326,Standard,0.4,26,0,4,5,50-60
Femme,Maroc,43011.0797690592,Premium,0.9,27,0,5,5,60+
Homme,Canada,57739.78292842667,Familial,14.36419689119171,17,0,2,6,<20
Homme,Belgique,45290.69445861049,Standard,0.8,24,0,2,2,50-60
Femme,Maroc,48996.66159349376,Standard,28.1,19,0,4,4,60+
Homme,Algérie,36289.640398370866,Premium,5.7,25,0,3,5,40-50
Femme,Maroc,34818.36904744107,Premium,27.1,20,0,2,6,50-60
Femme,Algérie,28365.82188685323,Familial,9.2,26,0,5,3,30-40
Femme,Algérie,45352.07525277222,Standard,5.5,24,0,3,2,<20
Homme,Maroc,46241.173059482375,Familial,7.1,25,0,3,1,40-50
Femme,Canada,47545.88606834965,Premium,3.5,23,1,4,3,30-40
Homme,Canada,27460.888054034047,Standard,18.4,28,0,2,6,20-30
Homme,France,42739.73486278583,Standard,18.2,20,0,5,3,20-30
Homme,Canada,49981.916741779336,Standard,8.5,30,1,1,5,40-50
Femme,Belgique,28050.17888144445,Standard,2.0,14,1,5,6,20-30
Femme,Maroc,23613.79545360577,Standard,31.9,23,1,4,1,60+
Femme,France,49554.522126228614,Standard,6.5,20,1,0,4,30-40
Homme,Canada,34134.37461916764,Standard,13.2,29,1,1,5,60+
Femme,Belgique,47082.434608094896,Premium,4.7,25,1,3,3,30-40
Homme,Canada,38008.2662567268,Standard,110.8,29,0,2,2,30-40
Homme,Algérie,44146.81285484576,Standard,9.2,23,1,6,1,20-30
Homme,Belgique,32927.06058073395,Standard,7.4,29,0,1,3,20-30
Homme,France,38094.7739553148,Premium,12.7,29,0,0,5,40-50
Homme,Belgique,25719.21827343299,Standard,23.7,25,1,5,3,20-30
Femme,Maroc,50971.31062602898,Standard,12.0,27,1,2,5,50-60
Femme,Algérie,34061.26204287384,Premium,22.1,26,0,2,6,30-40
Homme,Canada,28838.575907037295,Standard,48.9,29,0,0,1,20-30
Homme,Algérie,35485.99441959085,Standard,37.7,16,0,0,1,50-60
Femme,Algérie,15637.264643064029,Familial,1.3,23,0,2,2,40-50
Femme,Canada,62675.422069319124,Premium,7.4,24,0,2,6,30-40
Femme,France,47933.54573993919,Premium,13.2,28,1,2,6,60+
Femme,Maroc,59576.108677522876,Standard,3.3,24,0,1,2,30-40
Homme,Algérie,36297.806059397655,Premium,7.0,23,0,1,3,40-50
Femme,Canada,24593.267266674222,Familial,0.0,32,1,0,1,30-40
Homme,Algérie,21475.80265387073,Standard,16.3,26,0,2,3,40-50
Homme,Maroc,51334.35383598227,Premium,3.5,19,0,6,3,30-40
Femme,France,41080.513363590035,Familial,0.4,16,0,5,4,30-40
Femme,Maroc,49907.2340813795,Standard,18.2,35,1,6,7,60+
Homme,Algérie,25732.539455775364,Standard,2.0,23,0,5,6,50-60
Homme,Canada,18776.917998810743,Standard,1.3,22,1,3,1,40-50
Femme,France,9256.078493267682,Standard,14.36419689119171,22,0,1,5,50-60
Homme,France,46094.36693404707,Standard,22.2,22,1,1,7,30-40
Homme,Algérie,38507.92686747492,Standard,7.4,25,0,0,4,30-40
Femme,Algérie,45112.65025876388,Standard,43.9,27,0,5,6,40-50
Homme,Canada,37634.776668310566,Standard,15.1,30,0,5,5,30-40
Homme,Canada,46289.42484098489,Premium,23.4,29,0,0,4,50-60
Homme,France,39581.44577629873,Standard,9.7,26,0,1,3,40-50
Homme,Algérie,34791.72654987751,Standard,4.6,19,0,5,2,20-30
Femme,Maroc,48597.09393377558,Familial,6.1,27,1,1,2,60+
Femme,France,53340.33025726362,Premium,61.9,24,1,5,2,30-40
Femme,France,32582.513998955368,Standard,7.8,22,0,1,3,50-60
