original_id,pclass,survived,sex,sibsp,parch,fare,embarked,boat,body,ticket_masked,home_masked,age_group,fare_perturbed,pseudonym_id
288,1.0,1.0,female,0.0,0.0,25.9292,S,8,,466,NY,adulte,28.08,ID0289
289,1.0,1.0,female,0.0,2.0,79.65,S,8,,413,NY,ado,74.02,ID0290
290,1.0,0.0,male,1.0,1.0,79.65,S,,,413,NY,adulte,86.33,ID0291
291,1.0,1.0,female,1.0,1.0,79.65,S,8,,413,NY,adulte,78.24,ID0292
292,1.0,1.0,male,1.0,0.0,52.0,S,5 7,,996,NJ,adulte,49.97,ID0293
293,1.0,1.0,female,1.0,0.0,52.0,S,5 7,,996,NJ,,56.61,ID0294
294,1.0,0.0,male,1.0,1.0,110.8833,C,,,421,PA,adulte,121.76,ID0295
295,1.0,1.0,male,0.0,2.0,110.8833,C,B,,421,PA,ado,104.21,ID0296
296,1.0,1.0,female,1.0,1.0,110.8833,C,4,,421,PA,adulte,114.36,ID0297
297,1.0,1.0,female,0.0,0.0,79.2,C,D,,585,NY,,72.97,ID0298
298,1.0,1.0,male,0.0,0.0,28.5375,C,7,,543,NY,jeune adulte,29.4,ID0299
299,1.0,0.0,male,0.0,0.0,27.7208,C,,,601,Mexico,adulte,29.54,ID0300
300,1.0,0.0,male,0.0,0.0,33.5,S,,245.0,240,NY,senior,34.74,ID0301
301,1.0,0.0,male,0.0,0.0,34.0208,S,,,967,NJ,adulte,33.46,ID0302
302,1.0,1.0,female,0.0,0.0,512.3292,C,3,,755,,jeune adulte,500.35,ID0303
303,1.0,0.0,male,1.0,0.0,75.25,C,,,813,OR,senior,73.64,ID0304
304,1.0,1.0,female,1.0,0.0,75.25,C,5,,813,OR,adulte,76.6,ID0305
305,1.0,0.0,male,0.0,0.0,26.55,S,,,800,Utah,adulte,28.58,ID0306
306,1.0,0.0,male,0.0,1.0,77.2875,S,,,281,ME,adulte,83.92,ID0307
307,1.0,0.0,male,0.0,1.0,77.2875,S,,169.0,281,ME,jeune adulte,70.39,ID0308
308,1.0,1.0,female,0.0,0.0,135.6333,C,8,,760,NY / Briarcliff Manor NY,adulte,127.0,ID0309
309,1.0,1.0,female,0.0,2.0,164.8667,S,8,,928,OH,jeune adulte,152.08,ID0310
310,1.0,0.0,male,1.0,1.0,164.8667,S,,,928,OH,adulte,154.75,ID0311
311,1.0,1.0,female,1.0,1.0,164.8667,S,8,,928,OH,adulte,159.81,ID0312
312,1.0,0.0,male,1.0,1.0,211.5,C,,,503,PA,adulte,211.78,ID0313
313,1.0,0.0,male,0.0,2.0,211.5,C,,,503,PA,jeune adulte,216.98,ID0314
314,1.0,1.0,female,1.0,1.0,211.5,C,4,,503,PA,adulte,221.32,ID0315
315,1.0,1.0,female,0.0,0.0,26.55,S,8 10,,795,MN,jeune adulte,28.62,ID0316
316,1.0,0.0,male,0.0,1.0,61.3792,C,,,597,PA,adulte,67.38,ID0317
317,1.0,1.0,male,0.0,1.0,61.3792,C,A,,597,PA,jeune adulte,63.38,ID0318
318,1.0,0.0,male,0.0,0.0,35.0,S,,,510,England,,37.42,ID0319
319,1.0,1.0,female,0.0,0.0,134.5,C,3,,966,,jeune adulte,141.98,ID0320
320,1.0,1.0,male,0.0,0.0,35.5,S,D,,947,England,,34.13,ID0321
321,1.0,0.0,male,0.0,0.0,26.55,S,,,807,NS,senior,28.54,ID0322
322,1.0,1.0,female,0.0,0.0,135.6333,C,8,,760,DC,adulte,123.23,ID0323
323,2.0,0.0,male,1.0,0.0,24.0,C,,,381,NY,jeune adulte,21.6,ID0324
324,2.0,1.0,female,1.0,0.0,24.0,C,10,,381,NY,jeune adulte,22.91,ID0325
325,2.0,0.0,male,0.0,0.0,13.0,S,,,744,USA,jeune adulte,12.9,ID0326
326,2.0,0.0,male,0.0,0.0,11.5,S,,,945,NJ,ado,11.82,ID0327
327,2.0,0.0,male,0.0,0.0,10.5,S,,,050,MI,jeune adulte,9.66,ID0328
328,2.0,0.0,male,1.0,0.0,26.0,S,,,875,England,jeune adulte,26.9,ID0329
329,2.0,1.0,female,1.0,0.0,26.0,S,11,,875,England,adulte,27.57,ID0330
330,2.0,0.0,male,0.0,0.0,13.0,S,,,346,NJ,adulte,12.18,ID0331
331,2.0,0.0,male,0.0,0.0,11.5,S,,,108,OH,ado,11.3,ID0332
332,2.0,0.0,male,0.0,0.0,10.5,S,,,030,Guernsey,jeune adulte,10.54,ID0333
333,2.0,1.0,female,0.0,0.0,13.0,S,10,,551,FL,adulte,12.87,ID0334
334,2.0,0.0,male,0.0,0.0,10.5,S,,,068,MI,jeune adulte,11.13,ID0335
335,2.0,0.0,male,0.0,0.0,12.525,S,,174.0,166,FL,adulte,13.68,ID0336
336,2.0,1.0,male,1.0,0.0,26.0,S,13,,908,NY,jeune adulte,27.55,ID0337
337,2.0,1.0,female,1.0,0.0,26.0,S,13,,908,NY,jeune adulte,23.81,ID0338
338,2.0,0.0,male,0.0,0.0,26.0,S,,,358,England,jeune adulte,27.59,ID0339
339,2.0,1.0,male,2.0,1.0,39.0,S,11,,136,MI,enfant,35.62,ID0340
340,2.0,1.0,female,2.0,1.0,39.0,S,11,,136,MI,enfant,36.94,ID0341
341,2.0,1.0,female,2.0,1.0,39.0,S,13,,136,MI,enfant,36.29,ID0342
342,2.0,1.0,female,0.0,3.0,39.0,S,11,,136,MI,adulte,36.64,ID0343
343,2.0,1.0,male,0.0,0.0,13.0,S,13,,698,London,jeune adulte,13.07,ID0344
344,2.0,1.0,female,0.0,0.0,13.0,S,12,,404,NY,jeune adulte,13.45,ID0345
345,2.0,0.0,male,0.0,0.0,13.0,S,,,425,MI,jeune adulte,12.92,ID0346
346,2.0,0.0,male,0.0,0.0,13.0,S,,,670,NJ,jeune adulte,14.2,ID0347
347,2.0,0.0,male,0.0,0.0,13.0,S,,,535,London,adulte,12.32,ID0348
348,2.0,0.0,male,0.0,0.0,13.0,S,,,367,NM,jeune adulte,13.68,ID0349
349,2.0,1.0,female,0.0,0.0,13.0,S,11,,733,PQ,jeune adulte,13.96,ID0350
350,2.0,1.0,female,0.0,2.0,39.0,S,14,,750,WA,ado,39.48,ID0351
351,2.0,0.0,male,1.0,1.0,39.0,S,,,750,WA,adulte,38.66,ID0352
352,2.0,1.0,female,1.0,1.0,39.0,S,14,,750,WA,adulte,39.75,ID0353
353,2.0,1.0,female,1.0,0.0,26.0,S,12,,853,IL,jeune adulte,25.63,ID0354
354,2.0,0.0,male,1.0,0.0,26.0,S,,,853,IL,jeune adulte,26.29,ID0355
355,2.0,1.0,female,0.0,0.0,13.0,S,9,,849,CA,adulte,12.78,ID0356
356,2.0,0.0,male,0.0,0.0,13.0,S,,97.0,686,Hants,jeune adulte,12.74,ID0357
357,2.0,0.0,male,0.0,0.0,13.0,S,,,310,London,adulte,13.51,ID0358
358,2.0,1.0,female,0.0,0.0,13.0,S,,,852,NY,adulte,11.94,ID0359
359,2.0,1.0,male,0.0,2.0,29.0,S,13,,738,IL,enfant,27.07,ID0360
360,2.0,1.0,male,1.0,1.0,29.0,S,13,,738,IL,jeune adulte,31.04,ID0361
361,2.0,1.0,female,1.0,1.0,29.0,S,13,,738,IL,jeune adulte,30.57,ID0362
362,2.0,1.0,female,0.0,0.0,21.0,S,14,,528,NY,jeune adulte,20.08,ID0363
363,2.0,0.0,male,0.0,0.0,0.0,S,,,853,Belfast,,0.0,ID0364
364,2.0,0.0,male,0.0,0.0,13.0,S,,18.0,424,MI,jeune adulte,14.11,ID0365
365,2.0,0.0,female,1.0,0.0,26.0,S,,,252,London,adulte,27.65,ID0366
366,2.0,0.0,male,1.0,0.0,26.0,S,,,252,London,adulte,26.59,ID0367
367,2.0,0.0,male,0.0,0.0,13.5,S,,130.0,731,NY,adulte,12.75,ID0368
368,2.0,0.0,male,1.0,0.0,26.0,S,,17.0,037,WA,adulte,23.63,ID0369
369,2.0,0.0,female,1.0,0.0,26.0,S,,,037,WA,jeune adulte,25.64,ID0370
370,2.0,1.0,female,1.0,1.0,30.0,S,12,,789,London,jeune adulte,31.04,ID0371
371,2.0,1.0,female,0.0,2.0,30.0,S,12,,789,London,adulte,31.97,ID0372
372,2.0,0.0,male,1.0,0.0,26.0,S,,,003,CA,jeune adulte,27.83,ID0373
373,2.0,1.0,female,1.0,0.0,26.0,S,14,,003,CA,jeune adulte,23.57,ID0374
374,2.0,0.0,male,0.0,0.0,10.5,S,,,263,Huntingdonshire,jeune adulte,9.96,ID0375
375,2.0,0.0,male,0.0,0.0,13.0,S,,,740,Ohio,jeune adulte,12.58,ID0376
376,2.0,1.0,male,0.0,0.0,10.5,S,9,,034,NY,jeune adulte,9.85,ID0377
377,2.0,1.0,female,0.0,2.0,26.25,S,14,,921,ID,enfant,27.84,ID0378
378,2.0,0.0,male,1.0,1.0,26.25,S,,,921,ID,jeune adulte,27.65,ID0379
379,2.0,1.0,female,1.0,1.0,26.25,S,14,,921,ID,jeune adulte,26.34,ID0380
380,2.0,1.0,female,0.0,0.0,10.5,S,14,,266,Pennsylvania,jeune adulte,11.51,ID0381
381,2.0,0.0,female,0.0,0.0,13.0,S,,,249,UT,jeune adulte,12.07,ID0382
382,2.0,0.0,female,0.0,0.0,21.0,S,,,534,PA,,22.68,ID0383
383,2.0,0.0,male,0.0,0.0,11.5,S,,,107,OH,jeune adulte,10.62,ID0384
384,2.0,0.0,male,0.0,0.0,0.0,S,,,853,Belfast,,0.0,ID0385
385,2.0,1.0,male,1.0,1.0,36.75,S,14,,112,MI,enfant,38.19,ID0386
386,2.0,0.0,male,0.0,0.0,73.5,S,,,879,England,ado,67.76,ID0387
387,2.0,1.0,female,0.0,2.0,36.75,S,14,,112,MI,adulte,37.23,ID0388
388,2.0,1.0,female,0.0,0.0,13.0,S,13,,668,NY,jeune adulte,12.79,ID0389
389,2.0,0.0,male,0.0,0.0,13.0,S,,,360,Brazil,jeune adulte,13.59,ID0390
390,2.0,0.0,male,0.0,0.0,73.5,S,,,879,,ado,79.39,ID0391
391,2.0,0.0,male,1.0,0.0,27.7208,C,,295.0,167,Italy / California,jeune adulte,29.22,ID0392
392,2.0,1.0,female,1.0,0.0,27.7208,C,12,,167,Italy / California,jeune adulte,29.66,ID0393
393,2.0,0.0,male,0.0,0.0,31.5,S,,,029,NJ,jeune adulte,28.56,ID0394
394,2.0,0.0,male,0.0,0.0,73.5,S,,,879,England,ado,70.71,ID0395
395,2.0,1.0,female,0.0,1.0,23.0,S,,,919,Southampton,ado,23.07,ID0396
396,2.0,1.0,female,0.0,1.0,23.0,S,,,919,Southampton,jeune adulte,22.61,ID0397
397,2.0,0.0,male,0.0,0.0,26.0,S,,,403,NY,adulte,24.6,ID0398
398,2.0,1.0,male,0.0,2.0,32.5,S,10,,220,NY,enfant,31.25,ID0399
399,2.0,0.0,male,1.0,1.0,32.5,S,,,220,NY,adulte,35.4,ID0400
400,2.0,1.0,female,1.0,1.0,32.5,S,10,,220,NY,jeune adulte,31.16,ID0401
401,2.0,1.0,female,1.0,0.0,13.8583,C,12,,149,Cuba,jeune adulte,13.45,ID0402
402,2.0,1.0,female,1.0,0.0,13.8583,C,12,,148,Cuba,jeune adulte,12.48,ID0403
403,2.0,0.0,male,0.0,0.0,13.0,S,,,751,MI,jeune adulte,13.9,ID0404
404,2.0,0.0,male,0.0,0.0,13.0,S,,,854,IL,jeune adulte,12.1,ID0405
405,2.0,0.0,male,0.0,0.0,13.0,S,,,171,NJ,ado,12.23,ID0406
406,2.0,0.0,male,1.0,0.0,26.0,S,,286.0,926,PA,adulte,24.73,ID0407
407,2.0,1.0,female,1.0,0.0,26.0,S,16,,926,,jeune adulte,28.0,ID0408
408,2.0,0.0,male,0.0,0.0,10.5,S,,,185,MI,ado,9.88,ID0409
409,2.0,0.0,male,0.0,0.0,13.0,S,,236.0,236,NY,adulte,13.77,ID0410
410,2.0,0.0,male,0.0,0.0,0.0,S,,,854,Belfast,,0.0,ID0411
411,2.0,0.0,female,0.0,0.0,13.0,S,,,671,India / Pennsylvania,adulte,14.11,ID0412
412,2.0,0.0,male,0.0,0.0,26.0,S,,322.0,865,PQ,jeune adulte,24.0,ID0413
413,2.0,0.0,male,1.0,0.0,21.0,S,,,664,CO,adulte,19.81,ID0414
414,2.0,0.0,male,1.0,0.0,21.0,S,,,664,CO,jeune adulte,22.02,ID0415
415,2.0,1.0,female,0.0,0.0,13.0,S,12,,880,NY,jeune adulte,12.21,ID0416
416,2.0,0.0,male,0.0,0.0,26.0,S,,,865,PQ,ado,24.89,ID0417
417,2.0,0.0,male,0.0,0.0,10.5,S,,,028,NJ,jeune adulte,9.8,ID0418
418,2.0,0.0,male,0.0,0.0,10.5,S,,,769,Cornwall,adulte,9.81,ID0419
419,2.0,0.0,male,1.0,0.0,11.5,S,,,133,NJ,jeune adulte,11.46,ID0420
420,2.0,0.0,male,1.0,0.0,11.5,S,,,134,NJ,jeune adulte,10.6,ID0421
421,2.0,0.0,male,0.0,0.0,13.5,S,,297.0,726,London,jeune adulte,13.02,ID0422
422,2.0,0.0,male,0.0,0.0,13.0,S,,155.0,866,England,jeune adulte,12.81,ID0423
423,2.0,0.0,male,0.0,0.0,13.0,S,,,233,BC,jeune adulte,11.76,ID0424
424,2.0,0.0,male,0.0,0.0,13.0,S,,305.0,646,,jeune adulte,12.71,ID0425
425,2.0,0.0,male,0.0,0.0,13.0,S,,19.0,647,NY,adulte,11.94,ID0426
426,2.0,0.0,male,0.0,0.0,13.0,S,,75.0,653,NY,jeune adulte,12.98,ID0427
427,2.0,1.0,male,1.0,1.0,14.5,S,4,,649,MI,enfant,15.44,ID0428
428,2.0,1.0,female,0.0,2.0,14.5,S,4,,649,MI,jeune adulte,15.42,ID0429
429,2.0,0.0,male,0.0,0.0,13.0,S,,35.0,746,OH,adulte,11.91,ID0430
430,2.0,1.0,female,0.0,1.0,33.0,S,11,,727,Surrey / Chicago,enfant,33.67,ID0431
431,2.0,0.0,male,0.0,1.0,33.0,S,,,727,Surrey / Chicago,jeune adulte,35.21,ID0432
432,2.0,1.0,male,0.0,0.0,10.5,S,15,,752,London,senior,9.95,ID0433
433,2.0,0.0,male,0.0,0.0,10.5,S,,,208,England,jeune adulte,11.05,ID0434
434,2.0,1.0,female,0.0,2.0,26.25,S,14,,529,MB,enfant,28.3,ID0435
435,2.0,0.0,male,1.0,1.0,26.25,S,,,529,MB,adulte,27.86,ID0436
436,2.0,1.0,female,1.0,1.0,26.25,S,14,,529,MB,adulte,24.19,ID0437
437,2.0,1.0,female,1.0,2.0,65.0,S,9,,845,NJ,jeune adulte,58.62,ID0438
438,2.0,1.0,female,1.0,2.0,65.0,S,9,,845,NJ,jeune adulte,60.99,ID0439
439,2.0,0.0,male,1.0,2.0,65.0,S,,,845,NJ,adulte,62.02,ID0440
440,2.0,1.0,female,1.0,2.0,65.0,S,9,,845,NJ,adulte,66.51,ID0441
441,2.0,1.0,female,0.0,0.0,16.0,S,13,,706,SD,adulte,15.63,ID0442
442,2.0,0.0,male,2.0,0.0,73.5,S,,,879,MB,jeune adulte,76.49,ID0443
443,2.0,0.0,male,2.0,0.0,73.5,S,,256.0,879,MB,jeune adulte,71.34,ID0444
444,2.0,0.0,male,2.0,0.0,73.5,S,,,879,MB,jeune adulte,68.42,ID0445
445,2.0,0.0,female,1.0,1.0,13.0,S,,,650,MI,ado,12.51,ID0446
446,2.0,1.0,female,2.0,1.0,23.0,S,4,,105,OH,jeune adulte,24.77,ID0447
447,2.0,0.0,male,2.0,1.0,11.5,S,,,104,OH,jeune adulte,12.55,ID0448
448,2.0,0.0,male,0.0,0.0,13.0,S,,,963,England,adulte,12.24,ID0449
449,2.0,1.0,female,1.0,3.0,23.0,S,4,,105,OH,adulte,24.33,ID0450
450,2.0,0.0,male,0.0,0.0,13.0,S,,149.0,643,Southampton,adulte,12.41,ID0451
451,2.0,0.0,male,1.0,0.0,26.0,S,,,707,CA,adulte,28.01,ID0452
452,2.0,1.0,female,1.0,0.0,26.0,S,10,,707,CA,jeune adulte,24.26,ID0453
453,2.0,0.0,male,0.0,0.0,73.5,S,,,879,England,jeune adulte,75.94,ID0454
454,2.0,1.0,male,0.0,0.0,13.0,S,10,,798,Japan,adulte,11.92,ID0455
455,2.0,0.0,male,1.0,0.0,26.0,S,,,065,England,senior,28.46,ID0456
456,2.0,0.0,female,1.0,0.0,26.0,S,,,065,England,adulte,27.04,ID0457
457,2.0,0.0,male,0.0,0.0,12.275,S,,,585,PA,jeune adulte,13.11,ID0458
458,2.0,1.0,female,0.0,0.0,10.5,S,,,885,Guernsey,ado,10.64,ID0459
459,2.0,0.0,male,1.0,0.0,27.0,S,,,847,London,adulte,26.87,ID0460
460,2.0,1.0,female,2.0,1.0,27.0,S,12,,847,London,jeune adulte,27.66,ID0461
461,2.0,0.0,male,0.0,0.0,15.0,S,,,565,England,adulte,15.09,ID0462
462,2.0,0.0,male,2.0,0.0,31.5,S,,,029,NJ,jeune adulte,31.31,ID0463
463,2.0,0.0,male,2.0,0.0,31.5,S,,,029,NJ,jeune adulte,33.13,ID0464
464,2.0,0.0,male,0.0,0.0,10.5,S,,,111,MI,jeune adulte,9.82,ID0465
465,2.0,1.0,female,0.0,0.0,13.7917,C,11,,541,NY,jeune adulte,12.88,ID0466
466,2.0,0.0,male,1.0,0.0,26.0,S,,283.0,367,NY,jeune adulte,25.65,ID0467
467,2.0,1.0,female,1.0,0.0,26.0,S,12,,367,NY,jeune adulte,25.07,ID0468
468,2.0,0.0,female,0.0,0.0,21.0,S,,,534,PA,jeune adulte,19.21,ID0469
469,2.0,1.0,female,0.0,0.0,12.35,Q,10,,593,PA,,13.2,ID0470
470,2.0,0.0,male,0.0,0.0,12.35,Q,,,734,,jeune adulte,13.02,ID0471
471,2.0,1.0,female,0.0,0.0,13.5,S,9,,596,NY,adulte,13.62,ID0472
472,2.0,0.0,male,0.0,0.0,12.35,Q,,,533,ME,adulte,13.53,ID0473
473,2.0,0.0,male,0.0,0.0,0.0,S,,,855,Belfast,,0.0,ID0474
474,2.0,0.0,male,0.0,0.0,10.5,S,,165.0,723,NJ,jeune adulte,11.06,ID0475
475,2.0,0.0,female,1.0,1.0,26.0,S,,,651,MN,jeune adulte,24.79,ID0476
476,2.0,0.0,male,1.0,1.0,26.0,S,,,651,MN,jeune adulte,25.32,ID0477
477,2.0,0.0,male,0.0,0.0,10.7083,Q,,,261,,,10.11,ID0478
478,2.0,1.0,female,1.0,2.0,41.5792,C,14,,123,Paris / Haiti,enfant,43.98,ID0479
479,2.0,1.0,female,1.0,2.0,41.5792,C,14,,123,Paris / Haiti,enfant,38.62,ID0480
480,2.0,0.0,male,1.0,2.0,41.5792,C,,,123,Paris / Haiti,jeune adulte,44.41,ID0481
481,2.0,1.0,female,1.0,2.0,41.5792,C,14,,123,Paris / Haiti,jeune adulte,42.92,ID0482
482,2.0,1.0,female,0.0,0.0,12.0,C,12,,748,IA,ado,10.94,ID0483
483,2.0,1.0,female,0.0,0.0,33.0,S,11,,727,IL,,35.05,ID0484
484,2.0,1.0,female,0.0,0.0,10.5,S,14,,260,IL,jeune adulte,10.77,ID0485
485,2.0,0.0,male,0.0,0.0,12.875,C,,,163,PQ,adulte,13.92,ID0486
486,2.0,0.0,male,0.0,0.0,10.5,S,,108.0,566,,jeune adulte,11.02,ID0487
487,2.0,0.0,male,0.0,0.0,12.35,Q,,,509,,senior,12.5,ID0488
488,2.0,0.0,male,1.0,0.0,26.0,S,,121.0,085,Somerset,adulte,27.75,ID0489
489,2.0,1.0,female,1.0,0.0,26.0,S,,,085,Somerset,adulte,24.85,ID0490
490,2.0,0.0,female,0.0,0.0,10.5,S,,52.0,. 3,NY,adulte,10.6,ID0491
491,2.0,0.0,male,0.0,0.0,15.0458,C,,,735,Paris,,14.42,ID0492
492,2.0,1.0,male,0.0,2.0,37.0042,C,10,,079,PQ,enfant,40.47,ID0493
493,2.0,0.0,male,1.0,1.0,37.0042,C,,,079,PQ,jeune adulte,34.98,ID0494
494,2.0,1.0,female,1.0,1.0,37.0042,C,10,,079,PQ,jeune adulte,33.42,ID0495
495,2.0,0.0,male,0.0,0.0,15.5792,C,,,861,NY,,15.04,ID0496
496,2.0,0.0,male,0.0,0.0,13.0,S,,,228,Cornwall,jeune adulte,13.01,ID0497
497,2.0,0.0,male,0.0,0.0,16.0,S,,,059,SK,adulte,14.49,ID0498
498,2.0,0.0,male,0.0,0.0,13.5,S,,209.0,216,Australia,jeune adulte,13.66,ID0499
499,2.0,0.0,male,0.0,0.0,13.0,S,,,478,ON,jeune adulte,13.97,ID0500
500,2.0,0.0,male,0.0,0.0,26.0,S,,,403,NY,adulte,27.06,ID0501
501,2.0,1.0,female,0.0,1.0,19.5,S,14,,644,VT,ado,19.98,ID0502
502,2.0,1.0,female,0.0,1.0,19.5,S,14,,644,VT,adulte,21.28,ID0503
503,2.0,1.0,male,0.0,0.0,10.5,S,B,,751,London,jeune adulte,11.46,ID0504
504,2.0,0.0,male,0.0,0.0,13.0,S,,,723,Middlesex,adulte,13.84,ID0505
505,2.0,0.0,male,0.0,0.0,13.0,S,,271.0,360,Denmark,adulte,13.28,ID0506
506,2.0,0.0,male,0.0,0.0,10.5,S,,,580,Ohio,senior,10.47,ID0507
507,2.0,0.0,male,0.0,0.0,13.0,S,,,536,MA,jeune adulte,11.73,ID0508
508,2.0,0.0,male,0.0,0.0,14.0,S,,,011,KY,adulte,14.3,ID0509
509,2.0,0.0,male,0.0,0.0,26.0,S,,,655,,adulte,28.54,ID0510
510,2.0,0.0,male,0.0,0.0,10.5,S,,,. 3,England,ado,11.17,ID0511
511,2.0,0.0,male,0.0,0.0,9.6875,Q,,,276,MA,senior,9.38,ID0512
512,2.0,0.0,male,1.0,0.0,30.0708,C,,43.0,736,NY,jeune adulte,27.98,ID0513
513,2.0,1.0,female,1.0,0.0,30.0708,C,,,736,NY,ado,31.78,ID0514
514,2.0,1.0,male,1.0,1.0,26.0,S,D,,080,France,enfant,27.27,ID0515
515,2.0,1.0,male,1.0,1.0,26.0,S,D,,080,France,enfant,28.43,ID0516
516,2.0,0.0,male,0.0,2.0,26.0,S,,15.0,080,France,adulte,27.95,ID0517
517,2.0,0.0,male,0.0,0.0,13.0,S,,,368,MA,jeune adulte,13.14,ID0518
518,2.0,0.0,male,1.0,1.0,36.75,S,,101.0,112,MI,jeune adulte,33.82,ID0519
519,2.0,0.0,male,0.0,0.0,13.5,S,,287.0,629,Glasgow,jeune adulte,13.46,ID0520
520,2.0,1.0,male,0.0,0.0,13.8625,C,7,,166,Germany,jeune adulte,13.35,ID0521
521,2.0,1.0,female,0.0,0.0,10.5,S,11,,395,NY,jeune adulte,10.53,ID0522
522,2.0,0.0,male,0.0,0.0,13.0,S,,,213,OH,adulte,12.48,ID0523
523,2.0,1.0,male,0.0,0.0,10.5,S,13,,260,NJ,jeune adulte,11.26,ID0524
524,2.0,1.0,male,0.0,0.0,13.8625,C,9,,146,Cuba,,14.82,ID0525
525,2.0,0.0,male,0.0,0.0,10.5,S,,,278,ON,jeune adulte,10.11,ID0526
526,2.0,1.0,male,0.0,0.0,13.8583,C,9,,147,Cuba,jeune adulte,14.13,ID0527
527,2.0,0.0,male,0.0,0.0,10.5,S,,,888,Guernsey,jeune adulte,10.35,ID0528
528,2.0,0.0,male,0.0,0.0,0.0,S,,,853,Belfast,,0.0,ID0529
529,2.0,1.0,female,0.0,1.0,26.0,S,12,,433,KY,adulte,24.37,ID0530
530,2.0,0.0,male,0.0,0.0,10.5,S,,,665,MT,jeune adulte,10.92,ID0531
531,2.0,0.0,male,0.0,0.0,15.05,C,,,131,,,16.47,ID0532
532,2.0,0.0,male,0.0,0.0,13.0,S,,,393,,adulte,12.16,ID0533
533,2.0,1.0,female,0.0,1.0,21.0,S,12,,. 2,Devon,jeune adulte,19.75,ID0534
534,2.0,1.0,female,0.0,0.0,26.0,S,11,,655,England,jeune adulte,27.01,ID0535
535,2.0,0.0,male,0.0,1.0,21.0,S,,,. 2,Devon,adulte,22.17,ID0536
536,2.0,1.0,female,0.0,0.0,13.0,S,9,,604,Russia,jeune adulte,12.98,ID0537
537,2.0,0.0,male,0.0,0.0,13.0,S,,,647,NY,jeune adulte,13.29,ID0538
538,2.0,1.0,male,0.0,0.0,12.7375,C,14,,644,NH,jeune adulte,12.01,ID0539
539,2.0,0.0,male,0.0,0.0,15.0333,C,,,168,Paris,jeune adulte,14.96,ID0540
540,2.0,1.0,female,1.0,1.0,26.0,S,11,,360,MI,enfant,23.98,ID0541
541,2.0,1.0,female,1.0,1.0,26.0,S,11,,360,MI,enfant,25.07,ID0542
542,2.0,1.0,female,0.0,2.0,26.0,S,11,,360,MI,jeune adulte,24.88,ID0543
543,2.0,0.0,male,0.0,0.0,10.5,S,,,248,Sussex,adulte,10.38,ID0544
544,2.0,0.0,male,1.0,0.0,21.0,S,12,,027,NJ,jeune adulte,22.81,ID0545
545,2.0,1.0,female,3.0,0.0,21.0,S,,,027,NJ,jeune adulte,19.66,ID0546
546,2.0,1.0,female,0.0,0.0,13.0,S,9,,434,Spain,jeune adulte,12.74,ID0547
547,2.0,0.0,male,0.0,0.0,15.0458,C,,,133,PQ,jeune adulte,15.39,ID0548
548,2.0,1.0,male,1.0,1.0,18.75,S,4,,106,OH,enfant,20.42,ID0549
549,2.0,1.0,male,1.0,1.0,18.75,S,4,,106,OH,enfant,17.37,ID0550
550,2.0,1.0,female,2.0,3.0,18.75,S,4,,106,OH,jeune adulte,20.32,ID0551
551,2.0,1.0,female,0.0,0.0,10.5,S,13,,258,WI,adulte,9.62,ID0552
552,2.0,0.0,male,0.0,0.0,10.5,S,,,004,,jeune adulte,10.46,ID0553
553,2.0,1.0,female,0.0,0.0,10.5,S,12,,026,DE,jeune adulte,10.4,ID0554
554,2.0,0.0,male,0.0,0.0,13.0,S,,,659,NJ,jeune adulte,12.24,ID0555
555,2.0,0.0,male,0.0,0.0,13.0,S,,,361,Liverpool,jeune adulte,12.6,ID0556
556,2.0,0.0,male,0.0,0.0,26.0,S,,,358,England,jeune adulte,25.76,ID0557
557,2.0,1.0,female,0.0,1.0,26.0,S,12,,433,MT,jeune adulte,27.9,ID0558
558,2.0,1.0,female,0.0,2.0,13.0,S,16,,652,MN,ado,14.18,ID0559
559,2.0,1.0,female,0.0,0.0,36.75,S,11,,112,MI,jeune adulte,36.89,ID0560
560,2.0,1.0,female,0.0,0.0,13.0,S,10,,648,DC,jeune adulte,13.96,ID0561
561,2.0,0.0,male,0.0,0.0,13.5,S,,,442,ON,adulte,13.79,ID0562
562,2.0,1.0,female,0.0,0.0,12.35,Q,13,,818,NS,jeune adulte,11.98,ID0563
563,2.0,0.0,male,0.0,0.0,10.5,S,,,206,Cornwall,jeune adulte,9.86,ID0564
564,2.0,1.0,female,0.0,0.0,13.0,S,9,,418,,adulte,12.77,ID0565
565,2.0,0.0,male,0.0,0.0,13.0,S,,,178,MI,jeune adulte,13.06,ID0566
566,2.0,0.0,male,0.0,0.0,15.0458,C,,,734,NY,adulte,13.67,ID0567
567,2.0,0.0,male,0.0,0.0,10.5,S,,81.0,540,MI,jeune adulte,9.76,ID0568
568,2.0,0.0,male,0.0,0.0,13.0,S,,294.0,734,,jeune adulte,13.26,ID0569
569,2.0,0.0,male,0.0,0.0,65.0,S,,,845,NJ,ado,61.43,ID0570
570,2.0,1.0,female,0.0,0.0,10.5,S,9,,531,IN,adulte,11.21,ID0571
571,2.0,0.0,male,0.0,0.0,13.0,S,,,639,,jeune adulte,12.55,ID0572
572,2.0,1.0,female,0.0,0.0,12.65,S,,,929,OH,jeune adulte,11.65,ID0573
573,2.0,1.0,female,0.0,0.0,10.5,S,16,,218,England / Massachusetts,jeune adulte,9.63,ID0574
