genre,pays,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,churn,jour_semaine,mois,age_groupe
Femme,Canada,52856.303221335,Familial,9.6,24,0,5,2,60+
Homme,Maroc,50932.50488446361,Standard,31.0,28,0,2,5,20-30
Femme,Algérie,47333.09470276498,Standard,2.7,20,0,6,1,30-40
Femme,France,8308.852267020222,Premium,18.8,26,1,0,5,40-50
Homme,Canada,39481.228501500525,Familial,0.0,28,0,1,7,40-50
Homme,France,33338.80949667893,Familial,8.5,34,0,6,3,50-60
Femme,Canada,41366.791695580345,Standard,10.0,24,1,5,2,40-50
Homme,Algérie,36991.36520383215,Standard,16.0,19,0,1,5,40-50
Homme,France,46223.15840646099,Familial,7.2,24,1,2,1,30-40
Femme,Algérie,34034.54038208996,Familial,4.8,14,0,5,1,<20
Femme,Algérie,43436.038445864964,Premium,0.2,26,0,2,5,40-50
Homme,Algérie,28130.297033440922,Familial,10.8,20,1,2,5,60+
Homme,Belgique,52217.271901886976,Familial,3.2,31,0,5,6,60+
Femme,France,47073.85934018386,Standard,1.5,33,0,0,4,
Homme,France,41639.71322009659,Standard,4.8,18,0,2,4,60+
Femme,Canada,12488.016786104828,Premium,8.9,23,0,5,2,
Homme,Belgique,54692.103833213376,Standard,41.7,19,0,6,3,50-60
Homme,Algérie,38311.55780058455,Standard,8.6,20,1,6,6,50-60
Femme,Canada,50553.10065537309,Standard,26.8,32,1,4,1,50-60
Femme,Canada,49257.10164787722,Standard,17.0,28,1,2,6,30-40
Homme,Algérie,41233.381097390535,Standard,6.6,26,0,3,6,40-50
Homme,Maroc,50063.155198954235,Standard,19.8,28,0,4,1,40-50
Femme,France,43486.5358590348,Premium,35.9,15,0,1,1,
Femme,Maroc,36393.56995182935,Premium,2.6,22,1,4,1,60+
Femme,Canada,57215.06960793286,Standard,2.2,27,0,0,2,40-50
Femme,Algérie,41119.89264842329,Familial,14.7,36,0,1,5,20-30
Homme,Belgique,,Standard,4.4,26,0,0,1,20-30
Homme,Algérie,35260.698601555116,Standard,9.7,41,0,6,4,30-40
Homme,France,13008.380670825138,Standard,2.6,26,0,5,6,50-60
Homme,France,43152.834885110424,Familial,45.6,27,1,4,1,20-30
Homme,Canada,29341.24771270762,Premium,1.2,28,0,6,4,50-60
Femme,Maroc,32607.820462167943,Standard,6.6,25,0,5,3,50-60
Femme,Canada,53219.21327542869,Standard,13.5,26,1,5,4,40-50
Femme,Algérie,57042.281987732895,Premium,10.8,21,0,0,3,20-30
Femme,Maroc,51599.39188512225,Familial,7.5,19,0,5,1,20-30
Femme,Canada,39465.66493414983,Standard,26.4,26,0,1,4,50-60
Homme,Canada,23025.91164443716,Premium,10.4,14,0,2,2,30-40
Homme,Maroc,44127.8065905927,Standard,14.6,27,1,0,1,60+
Femme,Algérie,64239.61971596254,,15.1,22,0,0,2,50-60
Femme,France,37645.047943134385,Premium,,24,0,3,4,60+
Homme,Canada,53121.40926620095,Premium,1.1,27,0,5,4,40-50
Homme,Maroc,34073.17424468652,Premium,48.5,15,0,2,3,30-40
Femme,Canada,,Premium,17.0,23,0,4,6,<20
Femme,Maroc,,Premium,1.7,18,0,3,4,50-60
Femme,France,59254.18795388777,Standard,7.4,39,0,6,6,60+
Homme,Canada,31214.7263357813,Standard,23.1,33,1,0,5,20-30
Homme,Maroc,51676.25824174205,Premium,18.7,29,1,3,5,40-50
Femme,Maroc,50211.365462340545,Familial,28.3,26,0,2,1,40-50
Homme,France,37214.11259611726,Standard,20.0,23,0,6,2,20-30
Femme,Canada,12909.387697403654,Standard,16.7,23,0,3,4,<20
Homme,Belgique,36789.30959082265,Premium,29.9,29,0,5,6,60+
Femme,France,38655.55533823186,Standard,6.8,29,1,3,5,20-30
Homme,Canada,49905.62030785957,Standard,1.9,35,0,3,5,30-40
Femme,France,31090.239963551172,Standard,3.1,25,1,3,6,30-40
Femme,Maroc,28870.535583608413,Premium,10.4,22,0,6,1,20-30
Homme,Maroc,53362.6848256375,Standard,7.4,32,1,0,2,50-60
Femme,France,21973.838729340136,Premium,11.5,30,0,5,5,50-60
Homme,Algérie,36148.36695845216,Premium,28.9,31,1,6,2,30-40
Femme,Canada,41586.31106812395,Standard,4.9,20,0,4,6,60+
Femme,France,40543.026915532166,Premium,6.7,8,1,6,5,40-50
Homme,Algérie,56407.369285116496,Familial,7.5,24,0,2,4,30-40
Homme,Belgique,27464.02990363349,Standard,11.2,25,0,2,4,30-40
Homme,Belgique,34388.811098402104,Premium,21.8,31,0,5,2,40-50
Non précisé,Belgique,53807.11317409723,Premium,2.7,19,0,2,2,50-60
Homme,Algérie,40390.92454118581,Premium,13.2,22,0,5,6,20-30
Homme,France,,Standard,6.1,25,1,3,4,50-60
Homme,Canada,34711.14201976566,Premium,4.2,19,0,6,6,50-60
Homme,Canada,31014.00714807096,Premium,2.8,30,1,2,2,
Homme,Algérie,53201.59615273855,Standard,10.2,38,0,4,1,20-30
Homme,Belgique,46691.877225722536,Premium,4.8,26,0,6,2,60+
Homme,Algérie,38035.57334174705,Standard,13.8,33,1,2,1,20-30
Femme,Canada,43829.52219118522,Standard,12.1,25,1,6,6,50-60
Femme,France,28481.116681432108,Standard,5.4,20,0,5,1,50-60
Homme,France,53027.55671751161,Familial,23.0,22,0,4,3,30-40
Homme,Maroc,48505.76778778996,Premium,,20,0,5,2,60+
Homme,Algérie,31900.783726889265,Premium,13.4,23,0,6,2,60+
Femme,Algérie,33124.83516623408,Standard,19.8,26,0,2,4,30-40
Homme,Belgique,36608.695220312766,Premium,8.3,30,0,3,1,60+
Homme,Maroc,64656.246887915346,Familial,7.5,16,0,2,3,
Femme,Canada,30662.91876136571,Standard,10.8,22,0,3,4,60+
Homme,Canada,26233.55348852629,Familial,3.8,23,0,2,1,30-40
Homme,Algérie,14100.779084736203,Familial,4.6,25,0,5,2,40-50
Homme,Algérie,50944.906106433664,Standard,18.5,30,1,0,6,<20
Homme,Algérie,42566.76408658277,Premium,7.0,23,0,2,2,60+
Homme,Belgique,16489.206791995377,Familial,4.0,25,0,0,2,50-60
Femme,France,2437.4296263254523,Standard,7.9,16,0,3,4,<20
Homme,Canada,38764.04286043152,Premium,0.3,27,1,6,3,50-60
Homme,Canada,66527.16188078545,Familial,0.6,32,0,3,1,40-50
Femme,France,42700.07569203328,Familial,7.3,25,0,3,5,50-60
Homme,Belgique,57917.71019552835,Standard,9.2,21,0,2,3,50-60
Homme,France,54329.31848447227,Familial,2.0,28,0,0,5,50-60
Homme,Canada,61212.555687330714,Standard,24.2,24,0,0,1,
Homme,Maroc,26421.65953846659,Standard,32.9,23,1,0,1,20-30
Homme,France,38672.72318909209,,2.0,25,0,2,6,60+
Femme,Maroc,27442.559362926953,Premium,2.0,34,0,1,3,40-50
Femme,Canada,37023.02695738896,Standard,6.8,24,0,2,1,30-40
Homme,Maroc,37205.22119579646,,27.5,36,0,5,1,20-30
Homme,Algérie,26943.020864096663,Premium,48.2,28,0,3,5,<20
Femme,Algérie,25703.510490579247,,57.1,30,0,3,5,40-50
Homme,Belgique,66325.4082088279,Standard,31.6,18,0,3,4,60+
Femme,Belgique,32678.846020481156,Familial,10.5,36,0,6,7,
Femme,Canada,40228.37414369321,Premium,6.0,30,0,0,3,40-50
Femme,France,9754.799106205637,Standard,20.6,18,0,1,5,<20
Femme,Maroc,36415.79794311739,Standard,1.4,26,1,3,1,40-50
Homme,Algérie,51111.23591183449,Standard,1.9,27,0,6,1,40-50
Femme,Belgique,36446.54343473102,Standard,17.7,21,0,5,1,40-50
Homme,Belgique,52428.717358223046,Premium,1.8,25,0,6,1,20-30
Femme,France,53941.92775994464,Standard,31.5,23,0,6,2,30-40
Homme,Belgique,29265.622651778605,Standard,8.9,26,0,2,2,50-60
Femme,Algérie,48673.88479566837,Premium,11.0,20,0,2,1,60+
Femme,Belgique,30555.697772294054,Premium,15.3,24,1,4,2,60+
Femme,Belgique,41759.07365581131,Premium,1.1,27,0,6,7,40-50
Homme,Maroc,20991.929397676515,Familial,95.4,24,0,1,3,40-50
Homme,Algérie,38449.77740777566,Familial,25.1,22,0,3,4,30-40
Homme,Algérie,42302.20218128232,Standard,18.1,28,1,2,1,20-30
Homme,Belgique,43263.38409123037,Standard,1.1,20,0,1,1,30-40
Femme,France,48889.576940185405,Standard,3.6,25,1,1,2,40-50
Femme,France,,Familial,21.8,21,0,0,2,20-30
Homme,Algérie,54873.49821809265,Premium,9.7,25,0,2,6,40-50
Homme,Maroc,45967.29353248608,Familial,0.8,26,0,3,3,50-60
Homme,Belgique,60816.8921554595,Premium,7.0,18,0,4,5,50-60
Homme,Canada,40063.41803091604,Standard,64.8,22,1,5,5,20-30
Femme,Canada,45996.11554910447,Standard,3.3,20,0,0,5,50-60
Femme,Canada,47646.063551280065,Standard,16.4,27,1,2,6,
Homme,Canada,36801.35311899797,Familial,35.7,18,0,2,6,50-60
Femme,Belgique,20347.46232798723,Premium,1.0,16,0,6,6,30-40
Homme,Belgique,42107.45301390126,Premium,21.1,23,1,6,2,50-60
Femme,Belgique,39456.38161245052,Premium,19.4,16,0,2,4,40-50
Homme,Belgique,58512.094818140526,Standard,5.1,21,0,4,4,40-50
Homme,Algérie,27323.853700201442,Standard,11.3,25,0,6,2,40-50
Femme,Belgique,,Standard,59.3,34,0,3,2,30-40
Femme,Maroc,60596.922162744995,Standard,23.3,20,0,3,5,30-40
Homme,Maroc,65736.99633233993,Standard,0.2,18,0,5,3,40-50
Homme,Canada,46807.39981537246,Standard,17.5,27,0,2,4,30-40
Homme,Belgique,28209.686323855014,Standard,0.4,25,0,0,3,30-40
Homme,Maroc,39623.21930869374,Standard,7.8,28,0,3,2,60+
Femme,Belgique,36093.88749438773,Standard,65.5,25,0,0,5,50-60
Homme,Canada,38863.04931468844,Standard,7.4,24,0,4,3,40-50
Femme,Algérie,49783.826391525836,Premium,15.2,25,0,6,3,60+
Homme,Belgique,42556.187505545284,Familial,10.1,26,0,6,5,60+
Femme,France,27663.56208446182,Standard,,22,0,4,3,60+
Homme,Belgique,33579.73365808451,Premium,1.4,26,1,0,4,60+
Homme,Canada,22595.60270577119,Premium,9.2,24,1,6,4,50-60
Femme,Canada,48819.77420022973,Familial,15.5,24,0,1,6,60+
Femme,Belgique,33066.68511716428,,0.5,22,0,5,5,60+
Femme,Algérie,30320.93704392501,,30.8,26,1,2,5,20-30
Non précisé,Algérie,36411.49312868218,Standard,2.6,28,1,3,2,60+
Non précisé,Maroc,53802.31195180232,Standard,4.2,23,1,0,3,20-30
Homme,Maroc,46395.23957320774,Premium,5.5,22,1,6,6,40-50
Homme,France,20282.376746371694,Premium,18.6,17,0,0,4,
Homme,France,45160.107607916354,Standard,15.8,25,0,3,3,30-40
Homme,Algérie,33550.20593372742,Standard,10.4,23,1,1,3,20-30
Femme,France,20313.613288180662,,54.6,24,1,5,5,40-50
Femme,Canada,38545.49767365613,Standard,5.7,25,1,4,6,30-40
Femme,Belgique,43854.658635731066,Familial,3.3,18,0,4,4,50-60
Homme,Algérie,57801.717796853765,Familial,8.3,24,0,3,1,30-40
Femme,Belgique,33797.0855858281,Familial,7.4,18,0,4,4,20-30
Homme,Algérie,25422.81002378505,Premium,1.9,22,0,5,6,
Homme,Belgique,32965.12816752069,Standard,0.0,34,0,6,1,30-40
Non précisé,Belgique,,Premium,4.8,28,0,3,1,60+
Femme,Maroc,30777.294344365873,Familial,1.5,30,0,3,4,60+
Homme,Belgique,34171.995686529415,Standard,0.8,24,0,1,4,30-40
Femme,Algérie,9558.823329072016,Standard,0.8,22,1,1,4,
Homme,Canada,45515.38311524144,Standard,6.0,26,0,4,1,20-30
Homme,Belgique,28784.806517058783,Standard,41.1,23,0,3,6,20-30
Homme,Belgique,31432.12100267711,Standard,1.9,25,0,1,4,50-60
Femme,Belgique,52135.37906376,Standard,5.6,29,0,4,2,20-30
Femme,Maroc,40548.98300485268,Standard,77.6,20,0,3,5,60+
Femme,Algérie,48681.858842329464,Premium,13.0,30,0,1,1,60+
Homme,Algérie,26049.860617095186,Standard,18.0,30,1,1,5,60+
Femme,Algérie,50487.57642149549,Premium,25.3,20,0,0,6,60+
Femme,Canada,,Premium,27.6,34,0,6,4,60+
Femme,Canada,48330.36484899516,Standard,24.4,24,0,6,5,40-50
Homme,Algérie,51216.28132496787,Standard,1.9,32,1,5,3,20-30
Homme,Canada,17681.242130347448,Familial,8.9,23,0,5,1,20-30
Non précisé,Canada,37655.54886712523,Premium,10.8,22,0,5,5,30-40
Femme,Maroc,32411.86015072856,Premium,51.9,26,1,0,1,30-40
Homme,Canada,23609.91358361483,,9.7,26,0,1,5,60+
Femme,Algérie,60581.47376649816,,20.7,22,0,0,5,50-60
Homme,France,27880.312611706908,Standard,28.7,28,0,0,5,60+
Femme,Algérie,51544.772191842916,Premium,0.8,21,0,5,2,40-50
Femme,France,59624.23617885386,Familial,18.8,31,1,3,6,20-30
Homme,Maroc,52200.491293353174,Premium,46.6,28,0,0,5,40-50
Femme,Belgique,21538.9236157416,Standard,20.2,35,1,3,1,20-30
Homme,Canada,26189.135596223157,Standard,0.3,26,0,6,3,60+
Homme,Canada,55978.37661880406,Standard,7.5,21,1,4,3,
Homme,France,39324.03131416764,Premium,16.0,33,0,1,1,50-60
Femme,Belgique,53980.599905177725,Premium,22.8,23,0,4,5,30-40
Femme,Belgique,44445.37755962977,Standard,69.1,23,0,0,3,60+
Non précisé,Canada,42661.942645666255,Standard,4.5,23,0,6,4,60+
Homme,France,43408.68591768584,Standard,20.5,20,1,3,7,60+
Homme,Maroc,52180.77640306271,Standard,36.7,23,1,5,2,30-40
Homme,Algérie,54583.301648109555,Premium,4.5,22,0,4,1,40-50
Femme,Maroc,,Premium,30.5,23,0,5,3,50-60
Homme,France,37994.22827323635,Standard,23.3,18,0,6,6,<20
Femme,Algérie,37162.87302236074,Standard,12.3,17,0,5,3,30-40
Femme,Maroc,40035.9679222679,,12.5,26,0,2,2,40-50
Femme,Belgique,30303.527024245916,Familial,4.8,24,0,3,7,20-30
Homme,Canada,40308.06690000515,Standard,6.9,28,0,6,6,50-60
Femme,France,44701.92140462491,Standard,1.3,26,0,6,3,20-30
Homme,Algérie,34624.55505287466,Standard,13.2,21,0,3,6,50-60
Femme,Canada,47166.87037376264,Familial,22.0,23,0,1,3,30-40
Femme,Belgique,39565.89738531291,Premium,5.8,31,0,1,3,
Homme,Maroc,50371.058319892654,Standard,17.7,23,0,5,5,40-50
Homme,Algérie,48709.71783446011,Familial,7.5,12,1,6,1,
Femme,Canada,19128.105103870326,Standard,,18,0,3,3,40-50
Femme,Canada,47170.025900988156,Premium,40.2,25,0,4,6,60+
Homme,Belgique,43079.94895307489,,14.8,25,0,3,1,40-50
Non précisé,Belgique,41359.488312785674,Premium,3.8,28,0,6,5,30-40
Homme,Belgique,26508.24913813237,Premium,8.2,22,0,6,4,20-30
Femme,Algérie,,Premium,0.1,22,0,5,5,40-50
Homme,Maroc,66807.91454010151,Premium,,32,0,5,1,20-30
Homme,Canada,56939.634628773296,Standard,13.4,19,0,2,4,20-30
Non précisé,Algérie,51854.03191681269,Premium,1.3,23,1,3,1,20-30
Homme,Belgique,,Standard,12.0,30,0,4,6,60+
Homme,Belgique,35851.694536168274,Premium,43.1,30,0,0,1,60+
Homme,Canada,53404.142927629146,Premium,14.5,23,0,4,5,40-50
Homme,Algérie,52265.5013457015,Standard,5.0,25,0,2,6,60+
Femme,Belgique,35492.70870552812,Familial,9.3,25,1,5,5,60+
Femme,France,32872.37960129048,Familial,8.5,18,0,3,3,60+
Femme,France,37151.756353067314,Standard,67.1,22,0,0,2,<20
Femme,Maroc,74138.07866083634,Premium,18.7,30,1,1,6,50-60
Femme,Belgique,48661.983727471874,Premium,0.6,28,0,5,6,50-60
Homme,Canada,40960.999354676234,Standard,6.7,17,0,3,3,20-30
Homme,Algérie,36086.86777354196,Standard,4.8,30,0,6,2,50-60
Homme,Maroc,51885.0043702357,Premium,59.8,24,1,4,1,60+
Femme,Maroc,46800.71668146054,Premium,11.2,22,0,0,4,40-50
Non précisé,France,53958.077445358824,Standard,7.3,26,0,0,5,30-40
Femme,Maroc,28022.001324783447,Standard,37.9,20,0,0,7,50-60
Femme,Algérie,30170.97332713914,Premium,13.6,26,0,0,4,20-30
Femme,Canada,45987.407959976124,Standard,43.1,33,1,6,5,40-50
Femme,Algérie,54643.039086035045,Standard,29.3,32,0,3,2,60+
Homme,Maroc,52494.69512158292,Premium,12.7,24,0,4,1,20-30
Femme,Belgique,,Standard,30.9,29,0,5,1,50-60
Homme,Maroc,34382.647481885346,Standard,16.6,28,0,3,5,50-60
Femme,Canada,24851.099363461635,Standard,5.1,22,0,0,5,40-50
Femme,Maroc,40396.504723086386,Premium,44.2,20,0,4,2,<20
Homme,Algérie,36027.45602208171,,31.3,30,0,2,5,50-60
Homme,France,42434.71695448906,Standard,15.5,17,0,3,4,50-60
Femme,France,51423.10655917157,Standard,4.3,28,1,1,2,<20
Femme,Maroc,45934.797766938864,Standard,2.8,29,0,1,3,60+
Homme,Maroc,37550.49653918363,Standard,,22,1,5,5,40-50
Homme,France,44119.69904870834,Familial,1.7,32,1,0,4,
Femme,France,51451.87832320124,Premium,17.3,16,0,4,4,60+
Femme,France,37904.47175892901,Premium,35.8,27,0,6,4,60+
Femme,Belgique,57863.75515627908,Premium,4.7,26,0,1,1,50-60
Homme,Canada,22075.17347750258,Standard,9.9,28,0,6,1,40-50
Homme,Belgique,38977.27287681299,Premium,7.2,29,1,6,1,20-30
Homme,Maroc,41627.00181312117,Standard,2.3,23,0,0,4,
Homme,France,19832.931910244948,Standard,13.8,20,1,5,5,60+
Homme,France,17091.884443990053,Standard,17.6,22,0,1,3,50-60
Femme,Algérie,14719.291326751434,Standard,1.1,28,1,2,5,50-60
Femme,Canada,38012.65529662981,Standard,6.0,27,1,4,2,60+
Femme,Belgique,,Premium,42.0,26,0,3,4,
Homme,Belgique,23715.459254404323,Standard,9.4,31,1,2,2,20-30
Femme,Canada,,Standard,26.1,24,0,2,2,50-60
Femme,Algérie,36102.15191487954,Premium,24.6,28,0,6,6,60+
Homme,Algérie,31327.26313694306,Familial,25.5,21,0,4,6,40-50
Homme,Canada,38483.42369396434,Premium,19.0,20,0,2,2,30-40
Homme,Algérie,32362.923120508578,Premium,15.1,21,1,6,3,40-50
Femme,France,53562.8109579438,Premium,3.2,28,1,5,5,50-60
Homme,France,45666.27592531389,Standard,6.9,23,0,0,5,40-50
Femme,Maroc,52589.65080007606,Familial,35.1,20,0,3,6,50-60
Femme,Maroc,32914.00897838469,Premium,10.0,25,1,2,5,
Homme,Maroc,45651.07010188656,Premium,1.8,24,0,6,4,<20
Homme,Maroc,35061.342967511984,Standard,10.1,25,1,1,6,40-50
Femme,Maroc,22254.934283891824,Standard,1.6,22,0,4,6,40-50
Femme,Canada,35021.30971194681,Premium,15.6,35,0,3,3,50-60
Homme,France,41056.20925466809,Standard,10.2,21,0,0,5,20-30
Femme,Algérie,37022.27806207935,Standard,25.5,28,1,2,3,20-30
Femme,Algérie,43717.250484107484,Premium,14.4,31,0,2,5,60+
Non précisé,Maroc,55423.487007844175,Premium,39.2,28,1,2,3,20-30
Femme,Belgique,58100.79143812666,Standard,16.0,25,0,4,7,30-40
Homme,Canada,42516.003225592074,Premium,1.3,25,0,3,4,30-40
Femme,Algérie,43070.192106615126,Standard,,24,0,1,4,50-60
Homme,France,51178.32698911978,Standard,1.2,21,0,4,5,50-60
Non précisé,Belgique,18695.063385141802,Standard,4.0,26,1,2,7,60+
Femme,Maroc,60017.357610580126,Premium,1.7,31,0,2,1,
Non précisé,Belgique,37366.18929120623,Premium,5.7,31,0,2,4,20-30
Femme,Belgique,47875.27699805169,Premium,3.2,26,0,3,4,20-30
Homme,France,,Standard,15.7,30,0,2,4,40-50
Homme,Algérie,44803.671921958456,Premium,15.9,13,0,0,4,30-40
Homme,Maroc,,Standard,3.3,24,0,6,2,60+
Homme,Maroc,,Familial,31.3,17,0,0,4,30-40
Femme,Belgique,22910.590211450482,Standard,4.4,24,0,5,1,30-40
Femme,Algérie,50567.686185129474,Premium,3.7,26,0,4,4,20-30
Homme,France,24318.492854309767,Familial,42.1,23,1,6,3,60+
Homme,Canada,40177.25487619631,Familial,1.9,23,0,6,3,50-60
Homme,Maroc,46673.38842219161,Premium,30.4,34,0,3,3,30-40
Femme,Belgique,32450.86574912297,Standard,33.6,29,0,6,2,60+
Homme,Maroc,37028.228468247056,Premium,59.0,24,0,3,3,60+
Femme,France,23282.98157654001,Premium,16.0,25,0,0,1,30-40
Femme,Maroc,48676.015031648036,Standard,53.8,26,0,6,3,50-60
Homme,France,34745.90955642169,Standard,26.3,23,0,3,3,30-40
Non précisé,France,35771.7845021245,Premium,3.5,25,0,0,2,
Homme,Maroc,62051.53368063625,,,28,0,6,2,30-40
Homme,Canada,48213.249889039645,Standard,8.1,25,0,6,3,40-50
Femme,Belgique,57584.916309164335,Premium,10.3,23,0,6,3,20-30
Homme,Belgique,21309.107691154448,Familial,25.1,27,0,1,4,30-40
Femme,Canada,58124.44692242249,Premium,3.9,24,0,4,1,<20
Femme,Algérie,6492.278751853603,Standard,2.1,22,1,5,1,50-60
Homme,Belgique,46027.31295691928,Standard,5.4,20,0,0,6,40-50
Non précisé,France,18490.50737295272,Premium,5.3,17,0,4,3,40-50
Femme,Belgique,32808.84427164533,Premium,5.6,25,0,5,5,<20
Homme,Maroc,47936.485048879,Premium,5.4,39,0,6,6,20-30
Homme,Canada,44209.28246652953,Premium,9.7,17,1,0,3,40-50
Homme,Maroc,34435.56557170003,Standard,8.4,25,0,4,3,60+
Femme,Canada,32498.028756899654,Standard,10.3,22,1,4,1,40-50
Femme,Maroc,33039.322984258564,Standard,17.5,13,0,3,6,40-50
Homme,Canada,21445.950434227692,Standard,11.3,37,0,3,5,50-60
Femme,Algérie,34090.10647869123,Standard,5.7,22,0,6,5,30-40
Homme,Canada,77493.88658337394,Standard,20.3,22,0,3,2,50-60
Homme,Maroc,34637.48387713211,Standard,8.3,22,0,4,6,50-60
Femme,Algérie,33150.91533646286,Premium,0.7,27,1,0,5,<20
Femme,Belgique,46286.007856836004,Premium,14.6,25,0,5,6,60+
Femme,Maroc,30382.129443290072,Premium,2.3,30,1,6,4,
Homme,France,29305.100643169957,Standard,8.3,22,1,3,5,30-40
Femme,Belgique,41515.30672053147,Familial,6.3,25,1,5,1,20-30
Homme,France,30953.45256808779,Premium,40.6,22,0,0,6,20-30
Femme,Canada,,Familial,2.5,24,0,5,3,60+
Homme,Canada,50592.08369534904,Familial,5.5,37,0,4,1,30-40
Femme,Canada,42641.419666671434,Standard,0.4,26,0,4,5,50-60
Femme,Maroc,47934.483467301114,Premium,0.9,27,0,5,5,60+
Homme,Canada,55466.92681676472,Familial,,17,0,2,6,<20
Homme,Belgique,40844.70441581107,,0.8,24,0,2,2,50-60
Femme,Maroc,42541.35328610574,,28.1,19,0,4,4,60+
Homme,Algérie,43713.88539748554,Premium,5.7,25,0,3,5,40-50
Femme,Maroc,27109.180184654313,Premium,27.1,20,0,2,6,50-60
Femme,Algérie,32145.448876931907,Familial,9.2,26,0,5,3,30-40
Femme,Algérie,,Standard,5.5,24,0,3,2,<20
Homme,Maroc,45750.91213869377,Familial,7.1,25,0,3,1,40-50
Femme,Canada,44297.83371536576,Premium,3.5,23,1,4,3,30-40
Homme,Canada,25761.23845414247,Standard,18.4,28,0,2,6,20-30
Homme,France,39344.11490271799,Standard,18.2,20,0,5,3,20-30
Homme,Canada,48542.48340598494,Standard,8.5,30,1,1,5,
Femme,Belgique,28303.477533705718,Standard,2.0,14,1,5,6,20-30
Femme,Maroc,23289.895970965485,Standard,31.9,23,1,4,1,60+
Femme,France,45855.7683884814,Standard,6.5,20,1,0,4,30-40
Homme,Canada,36608.1882338486,Standard,13.2,29,1,1,5,60+
Femme,Belgique,39421.41172666622,Premium,4.7,25,1,3,3,30-40
Homme,Canada,,Standard,110.8,29,0,2,2,30-40
Homme,Algérie,45223.99668260894,Standard,9.2,23,1,6,1,20-30
Homme,Belgique,39464.4272945576,Standard,7.4,29,0,1,3,20-30
Homme,France,44139.44208488275,Premium,12.7,29,0,0,5,40-50
Homme,Belgique,33866.24189796777,Standard,23.7,25,1,5,3,20-30
Femme,Maroc,39348.42454067214,,12.0,27,1,2,5,50-60
Femme,Algérie,44425.489044355076,Premium,22.1,26,0,2,6,30-40
Homme,Canada,27408.193711479827,Standard,48.9,29,0,0,1,20-30
Homme,Algérie,34683.33363879331,Standard,37.7,16,0,0,1,50-60
Femme,Algérie,17369.470840499405,Familial,1.3,23,0,2,2,40-50
Femme,Canada,56640.85843583768,Premium,7.4,24,0,2,6,30-40
Femme,France,43150.647754694095,Premium,13.2,28,1,2,6,60+
Femme,Maroc,47411.928546194795,Standard,3.3,24,0,1,2,30-40
Homme,Algérie,30990.382358800904,Premium,7.0,23,0,1,3,40-50
Femme,Canada,26302.117996251014,Familial,0.0,32,1,0,1,30-40
Homme,Algérie,23337.656915564527,Standard,16.3,26,0,2,3,40-50
Homme,Maroc,43729.938000365044,Premium,3.5,19,0,6,3,30-40
Femme,France,37431.90234788732,Familial,0.4,16,0,5,4,30-40
Femme,Maroc,46902.45644854785,Standard,18.2,35,1,6,7,60+
Homme,Algérie,20239.70634554296,Standard,2.0,23,0,5,6,50-60
Homme,Canada,17895.132462571823,Standard,1.3,22,1,3,1,40-50
Femme,France,9578.133112522535,Standard,,22,0,1,5,50-60
Homme,France,46354.00602258431,,22.2,22,1,1,7,30-40
Homme,Algérie,,Standard,7.4,25,0,0,4,30-40
Femme,Algérie,,Standard,43.9,27,0,5,6,40-50
Homme,Canada,33149.09092451223,Standard,15.1,30,0,5,5,30-40
Homme,Canada,40937.59351190407,Premium,23.4,29,0,0,4,50-60
Homme,France,46077.62936880023,Standard,9.7,26,0,1,3,
Homme,Algérie,28060.495655640832,Standard,4.6,19,0,5,2,20-30
Femme,Maroc,43640.81235831052,Familial,6.1,27,1,1,2,60+
Femme,France,50294.395016893184,Premium,61.9,24,1,5,2,30-40
Femme,France,33391.15360095675,Standard,7.8,22,0,1,3,50-60
Femme,France,44817.01976409597,Premium,7.0,27,0,5,7,60+
Femme,France,65139.10892679105,Premium,3.6,38,1,6,6,50-60
Non précisé,Canada,,Standard,6.6,21,0,2,6,50-60
Homme,Algérie,49346.104540366345,Premium,20.2,21,0,5,6,40-50
Homme,France,44076.86532084079,Familial,14.1,21,1,4,6,60+
Femme,Canada,25377.259871635255,Standard,11.1,37,0,4,4,20-30
Homme,France,51743.448093526604,Premium,8.5,36,0,4,1,40-50
Homme,France,33325.71608030316,Standard,2.7,23,1,1,6,60+
Femme,Canada,52090.16499768684,Standard,27.8,26,1,4,1,40-50
Homme,France,27556.694542140198,Premium,,23,1,2,4,50-60
Femme,Algérie,62584.69758886611,Premium,3.6,24,0,6,3,30-40
Homme,Algérie,38486.47687258342,Standard,14.8,30,0,3,4,40-50
Homme,Canada,45898.464332699616,Standard,25.6,20,0,4,2,50-60
Femme,Canada,48229.864625730486,Premium,10.6,25,0,6,2,<20
Femme,Belgique,42902.748668432905,,14.1,24,0,5,5,30-40
Femme,Maroc,39453.68980798804,Standard,13.6,17,1,6,3,30-40
Femme,Algérie,37798.16917583953,Familial,16.1,27,0,5,6,40-50
Homme,Algérie,41917.49539980397,Premium,1.7,21,0,4,1,20-30
Femme,Belgique,,Standard,7.5,26,0,2,6,30-40
Non précisé,Canada,25152.675728543323,Familial,30.1,22,1,1,2,60+
Femme,Algérie,53130.7135496057,Standard,17.3,28,0,6,1,60+
Homme,Maroc,40182.611034081776,Standard,6.1,26,0,3,4,
Femme,Algérie,35537.16671521236,Standard,1.8,26,1,3,4,<20
